,table_id,target_column,annotation_id,annotation_label
2640,GitTables_1994,2,http://dbpedia.org/ontology/class,class
2641,GitTables_1994,5,http://dbpedia.org/ontology/description,description
2642,GitTables_1995,6,http://dbpedia.org/ontology/depth,depth
2643,GitTables_1995,5,http://dbpedia.org/ontology/height,height
2644,GitTables_1995,4,http://dbpedia.org/ontology/width,width
2645,GitTables_1998,1,http://dbpedia.org/ontology/type,type
2646,GitTables_1999,2,http://dbpedia.org/ontology/class,class
2647,GitTables_2002,16,http://dbpedia.org/ontology/access,access
2648,GitTables_2002,3,http://dbpedia.org/ontology/alias,alias
2649,GitTables_2002,0,http://dbpedia.org/ontology/id,id
2650,GitTables_2002,23,http://dbpedia.org/ontology/language,language
2651,GitTables_2002,4,http://dbpedia.org/ontology/note,note
2652,GitTables_2002,2,http://dbpedia.org/ontology/title,title
2653,GitTables_2002,7,http://dbpedia.org/ontology/type,type
2654,GitTables_2003,0,http://dbpedia.org/ontology/id,id
2655,GitTables_2003,1,http://dbpedia.org/ontology/name,name
2656,GitTables_2004,3,http://dbpedia.org/ontology/genus,genus
2657,GitTables_2004,0,http://dbpedia.org/ontology/id,id
2658,GitTables_2004,2,http://dbpedia.org/ontology/name,name
2659,GitTables_2004,19,http://dbpedia.org/ontology/note,note
2660,GitTables_2004,1,http://dbpedia.org/ontology/rank,rank
2661,GitTables_2004,4,http://dbpedia.org/ontology/species,species
2662,GitTables_2004,8,http://dbpedia.org/ontology/status,status
2663,GitTables_2004,7,http://dbpedia.org/ontology/year,year
2664,GitTables_2005,7,http://dbpedia.org/ontology/price,price
2665,GitTables_2006,8,http://dbpedia.org/ontology/comment,comment
2666,GitTables_2006,9,http://dbpedia.org/ontology/min,min
2667,GitTables_2007,8,http://dbpedia.org/ontology/comment,comment
2668,GitTables_2007,9,http://dbpedia.org/ontology/min,min
2669,GitTables_2010,0,http://dbpedia.org/ontology/id,id
2670,GitTables_2010,1,http://dbpedia.org/ontology/name,name
2671,GitTables_2011,3,http://dbpedia.org/ontology/genus,genus
2672,GitTables_2011,0,http://dbpedia.org/ontology/id,id
2673,GitTables_2011,2,http://dbpedia.org/ontology/name,name
2674,GitTables_2011,19,http://dbpedia.org/ontology/note,note
2675,GitTables_2011,1,http://dbpedia.org/ontology/rank,rank
2676,GitTables_2011,4,http://dbpedia.org/ontology/species,species
2677,GitTables_2011,8,http://dbpedia.org/ontology/status,status
2678,GitTables_2011,7,http://dbpedia.org/ontology/year,year
2679,GitTables_2013,0,http://dbpedia.org/ontology/id,id
2680,GitTables_2013,1,http://dbpedia.org/ontology/name,name
2681,GitTables_2015,3,http://dbpedia.org/ontology/genus,genus
2682,GitTables_2015,0,http://dbpedia.org/ontology/id,id
2683,GitTables_2015,2,http://dbpedia.org/ontology/name,name
2684,GitTables_2015,19,http://dbpedia.org/ontology/note,note
2685,GitTables_2015,1,http://dbpedia.org/ontology/rank,rank
2686,GitTables_2015,4,http://dbpedia.org/ontology/species,species
2687,GitTables_2015,8,http://dbpedia.org/ontology/status,status
2688,GitTables_2015,7,http://dbpedia.org/ontology/year,year
2689,GitTables_2016,8,http://dbpedia.org/ontology/comment,comment
2690,GitTables_2016,9,http://dbpedia.org/ontology/min,min
2691,GitTables_2018,2,http://dbpedia.org/ontology/lyrics,lyrics
2692,GitTables_2019,6,http://dbpedia.org/ontology/endDate,end date
2693,GitTables_2019,0,http://dbpedia.org/ontology/id,id
2694,GitTables_2019,3,http://dbpedia.org/ontology/startDate,start date
2695,GitTables_2020,0,http://dbpedia.org/ontology/id,id
2696,GitTables_2020,1,http://dbpedia.org/ontology/name,name
2697,GitTables_2021,0,http://dbpedia.org/ontology/id,id
2698,GitTables_2021,1,http://dbpedia.org/ontology/name,name
2699,GitTables_2022,10,http://dbpedia.org/ontology/date,date
2700,GitTables_2022,0,http://dbpedia.org/ontology/duration,duration
2701,GitTables_2022,9,http://dbpedia.org/ontology/id,id
2702,GitTables_2024,4,http://dbpedia.org/ontology/author,author
2703,GitTables_2024,0,http://dbpedia.org/ontology/id,id
2704,GitTables_2024,1,http://dbpedia.org/ontology/title,title
2705,GitTables_2025,3,http://dbpedia.org/ontology/genus,genus
2706,GitTables_2025,0,http://dbpedia.org/ontology/id,id
2707,GitTables_2025,2,http://dbpedia.org/ontology/name,name
2708,GitTables_2025,19,http://dbpedia.org/ontology/note,note
2709,GitTables_2025,1,http://dbpedia.org/ontology/rank,rank
2710,GitTables_2025,4,http://dbpedia.org/ontology/species,species
2711,GitTables_2025,8,http://dbpedia.org/ontology/status,status
2712,GitTables_2025,7,http://dbpedia.org/ontology/year,year
2713,GitTables_2027,9,http://dbpedia.org/ontology/city,city
2714,GitTables_2027,3,http://dbpedia.org/ontology/name,name
2715,GitTables_2027,13,http://dbpedia.org/ontology/ons,ons
2716,GitTables_2027,0,http://dbpedia.org/ontology/route,route
2717,GitTables_2028,8,http://dbpedia.org/ontology/comment,comment
2718,GitTables_2028,9,http://dbpedia.org/ontology/min,min
2719,GitTables_2029,3,http://dbpedia.org/ontology/genus,genus
2720,GitTables_2029,0,http://dbpedia.org/ontology/id,id
2721,GitTables_2029,2,http://dbpedia.org/ontology/name,name
2722,GitTables_2029,19,http://dbpedia.org/ontology/note,note
2723,GitTables_2029,1,http://dbpedia.org/ontology/rank,rank
2724,GitTables_2029,4,http://dbpedia.org/ontology/species,species
2725,GitTables_2029,8,http://dbpedia.org/ontology/status,status
2726,GitTables_2029,7,http://dbpedia.org/ontology/year,year
2727,GitTables_2032,8,http://dbpedia.org/ontology/comment,comment
2728,GitTables_2032,9,http://dbpedia.org/ontology/min,min
2729,GitTables_2034,8,http://dbpedia.org/ontology/comment,comment
2730,GitTables_2034,9,http://dbpedia.org/ontology/min,min
2731,GitTables_2035,10,http://dbpedia.org/ontology/date,date
2732,GitTables_2035,0,http://dbpedia.org/ontology/duration,duration
2733,GitTables_2035,9,http://dbpedia.org/ontology/id,id
2734,GitTables_2036,8,http://dbpedia.org/ontology/comment,comment
2735,GitTables_2036,9,http://dbpedia.org/ontology/min,min
2736,GitTables_2038,3,http://dbpedia.org/ontology/genus,genus
2737,GitTables_2038,0,http://dbpedia.org/ontology/id,id
2738,GitTables_2038,2,http://dbpedia.org/ontology/name,name
2739,GitTables_2038,19,http://dbpedia.org/ontology/note,note
2740,GitTables_2038,1,http://dbpedia.org/ontology/rank,rank
2741,GitTables_2038,4,http://dbpedia.org/ontology/species,species
2742,GitTables_2038,8,http://dbpedia.org/ontology/status,status
2743,GitTables_2038,7,http://dbpedia.org/ontology/year,year
2744,GitTables_2040,8,http://dbpedia.org/ontology/comment,comment
2745,GitTables_2040,9,http://dbpedia.org/ontology/min,min
2746,GitTables_2041,8,http://dbpedia.org/ontology/comment,comment
2747,GitTables_2041,9,http://dbpedia.org/ontology/min,min
2748,GitTables_2043,0,http://dbpedia.org/ontology/id,id
2749,GitTables_2044,0,http://dbpedia.org/ontology/id,id
2750,GitTables_2048,3,http://dbpedia.org/ontology/genus,genus
2751,GitTables_2048,0,http://dbpedia.org/ontology/id,id
2752,GitTables_2048,2,http://dbpedia.org/ontology/name,name
2753,GitTables_2048,19,http://dbpedia.org/ontology/note,note
2754,GitTables_2048,1,http://dbpedia.org/ontology/rank,rank
2755,GitTables_2048,4,http://dbpedia.org/ontology/species,species
2756,GitTables_2048,8,http://dbpedia.org/ontology/status,status
2757,GitTables_2048,7,http://dbpedia.org/ontology/year,year
2758,GitTables_2049,8,http://dbpedia.org/ontology/comment,comment
2759,GitTables_2049,9,http://dbpedia.org/ontology/min,min
2760,GitTables_2052,8,http://dbpedia.org/ontology/comment,comment
2761,GitTables_2052,9,http://dbpedia.org/ontology/min,min
2762,GitTables_2054,2,http://dbpedia.org/ontology/class,class
2763,GitTables_2054,5,http://dbpedia.org/ontology/description,description
2764,GitTables_2055,0,http://dbpedia.org/ontology/id,id
2765,GitTables_2055,1,http://dbpedia.org/ontology/name,name
2766,GitTables_2055,5,http://dbpedia.org/ontology/rating,rating
2767,GitTables_2055,7,http://dbpedia.org/ontology/type,type
2768,GitTables_2056,8,http://dbpedia.org/ontology/comment,comment
2769,GitTables_2056,9,http://dbpedia.org/ontology/min,min
2770,GitTables_2058,3,http://dbpedia.org/ontology/genus,genus
2771,GitTables_2058,0,http://dbpedia.org/ontology/id,id
2772,GitTables_2058,2,http://dbpedia.org/ontology/name,name
2773,GitTables_2058,19,http://dbpedia.org/ontology/note,note
2774,GitTables_2058,1,http://dbpedia.org/ontology/rank,rank
2775,GitTables_2058,4,http://dbpedia.org/ontology/species,species
2776,GitTables_2058,8,http://dbpedia.org/ontology/status,status
2777,GitTables_2058,7,http://dbpedia.org/ontology/year,year
2778,GitTables_2059,0,http://dbpedia.org/ontology/address,address
2779,GitTables_2059,1,http://dbpedia.org/ontology/city,city
2780,GitTables_2059,2,http://dbpedia.org/ontology/county,county
2781,GitTables_2059,9,http://dbpedia.org/ontology/name,name
2782,GitTables_2059,11,http://dbpedia.org/ontology/state,state
2783,GitTables_2060,8,http://dbpedia.org/ontology/comment,comment
2784,GitTables_2060,9,http://dbpedia.org/ontology/min,min
2785,GitTables_2061,8,http://dbpedia.org/ontology/comment,comment
2786,GitTables_2061,9,http://dbpedia.org/ontology/min,min
2787,GitTables_2063,3,http://dbpedia.org/ontology/genus,genus
2788,GitTables_2063,0,http://dbpedia.org/ontology/id,id
2789,GitTables_2063,2,http://dbpedia.org/ontology/name,name
2790,GitTables_2063,19,http://dbpedia.org/ontology/note,note
2791,GitTables_2063,1,http://dbpedia.org/ontology/rank,rank
2792,GitTables_2063,4,http://dbpedia.org/ontology/species,species
2793,GitTables_2063,8,http://dbpedia.org/ontology/status,status
2794,GitTables_2063,7,http://dbpedia.org/ontology/year,year
2795,GitTables_2064,0,http://dbpedia.org/ontology/id,id
2796,GitTables_2064,1,http://dbpedia.org/ontology/name,name
2797,GitTables_2065,6,http://dbpedia.org/ontology/period,period
2798,GitTables_2065,4,http://dbpedia.org/ontology/plant,plant
2799,GitTables_2065,2,http://dbpedia.org/ontology/portfolio,portfolio
2800,GitTables_2065,0,http://dbpedia.org/ontology/team,team
2801,GitTables_2070,0,http://dbpedia.org/ontology/id,id
2802,GitTables_2071,7,http://dbpedia.org/ontology/comment,comment
2803,GitTables_2071,8,http://dbpedia.org/ontology/min,min
2804,GitTables_2072,8,http://dbpedia.org/ontology/comment,comment
2805,GitTables_2072,9,http://dbpedia.org/ontology/min,min
2806,GitTables_2073,8,http://dbpedia.org/ontology/comment,comment
2807,GitTables_2073,9,http://dbpedia.org/ontology/min,min
2808,GitTables_2074,5,http://dbpedia.org/ontology/description,description
2809,GitTables_2075,2,http://dbpedia.org/ontology/comment,comment
2810,GitTables_2077,8,http://dbpedia.org/ontology/comment,comment
2811,GitTables_2077,9,http://dbpedia.org/ontology/min,min
2812,GitTables_2079,0,http://dbpedia.org/ontology/id,id
2813,GitTables_2079,1,http://dbpedia.org/ontology/name,name
2814,GitTables_2080,8,http://dbpedia.org/ontology/comment,comment
2815,GitTables_2080,9,http://dbpedia.org/ontology/min,min
2816,GitTables_2081,8,http://dbpedia.org/ontology/comment,comment
2817,GitTables_2081,9,http://dbpedia.org/ontology/min,min
2818,GitTables_2083,3,http://dbpedia.org/ontology/genus,genus
2819,GitTables_2083,0,http://dbpedia.org/ontology/id,id
2820,GitTables_2083,2,http://dbpedia.org/ontology/name,name
2821,GitTables_2083,19,http://dbpedia.org/ontology/note,note
2822,GitTables_2083,1,http://dbpedia.org/ontology/rank,rank
2823,GitTables_2083,4,http://dbpedia.org/ontology/species,species
2824,GitTables_2083,8,http://dbpedia.org/ontology/status,status
2825,GitTables_2083,7,http://dbpedia.org/ontology/year,year
2826,GitTables_2084,19,http://dbpedia.org/ontology/date,date
2827,GitTables_2084,2,http://dbpedia.org/ontology/family,family
2828,GitTables_2084,4,http://dbpedia.org/ontology/genus,genus
2829,GitTables_2084,0,http://dbpedia.org/ontology/id,id
2830,GitTables_2084,16,http://dbpedia.org/ontology/publication,publication
2831,GitTables_2084,13,http://dbpedia.org/ontology/source,source
2832,GitTables_2084,6,http://dbpedia.org/ontology/species,species
2833,GitTables_2086,0,http://dbpedia.org/ontology/id,id
2834,GitTables_2088,6,http://dbpedia.org/ontology/author,author
2835,GitTables_2088,10,http://dbpedia.org/ontology/created,created
2836,GitTables_2088,0,http://dbpedia.org/ontology/id,id
2837,GitTables_2088,3,http://dbpedia.org/ontology/parent,parent
2838,GitTables_2088,7,http://dbpedia.org/ontology/title,title
2839,GitTables_2088,1,http://dbpedia.org/ontology/type,type
2840,GitTables_2089,10,http://dbpedia.org/ontology/capacity,capacity
2841,GitTables_2089,18,http://dbpedia.org/ontology/location,location
2842,GitTables_2089,12,http://dbpedia.org/ontology/percentage,percentage
2843,GitTables_2092,8,http://dbpedia.org/ontology/comment,comment
2844,GitTables_2092,9,http://dbpedia.org/ontology/min,min
2845,GitTables_2093,8,http://dbpedia.org/ontology/comment,comment
2846,GitTables_2093,9,http://dbpedia.org/ontology/min,min
2847,GitTables_2094,8,http://dbpedia.org/ontology/comment,comment
2848,GitTables_2094,9,http://dbpedia.org/ontology/min,min
2849,GitTables_2096,8,http://dbpedia.org/ontology/comment,comment
2850,GitTables_2096,9,http://dbpedia.org/ontology/min,min
2851,GitTables_2097,0,http://dbpedia.org/ontology/id,id
2852,GitTables_2097,1,http://dbpedia.org/ontology/name,name
2853,GitTables_2099,0,http://dbpedia.org/ontology/id,id
2854,GitTables_2099,1,http://dbpedia.org/ontology/name,name
2855,GitTables_2102,0,http://dbpedia.org/ontology/id,id
2856,GitTables_2102,1,http://dbpedia.org/ontology/name,name
2857,GitTables_2103,0,http://dbpedia.org/ontology/id,id
2858,GitTables_2103,1,http://dbpedia.org/ontology/name,name
2859,GitTables_2106,0,http://dbpedia.org/ontology/id,id
2860,GitTables_2106,1,http://dbpedia.org/ontology/name,name
2861,GitTables_2107,8,http://dbpedia.org/ontology/comment,comment
2862,GitTables_2107,9,http://dbpedia.org/ontology/min,min
2863,GitTables_2108,6,http://dbpedia.org/ontology/author,author
2864,GitTables_2108,10,http://dbpedia.org/ontology/created,created
2865,GitTables_2108,0,http://dbpedia.org/ontology/id,id
2866,GitTables_2108,3,http://dbpedia.org/ontology/parent,parent
2867,GitTables_2108,7,http://dbpedia.org/ontology/title,title
2868,GitTables_2108,1,http://dbpedia.org/ontology/type,type
2869,GitTables_2110,8,http://dbpedia.org/ontology/comment,comment
2870,GitTables_2110,9,http://dbpedia.org/ontology/min,min
2871,GitTables_2111,1,http://dbpedia.org/ontology/description,description
2872,GitTables_2114,3,http://dbpedia.org/ontology/genus,genus
2873,GitTables_2114,0,http://dbpedia.org/ontology/id,id
2874,GitTables_2114,2,http://dbpedia.org/ontology/name,name
2875,GitTables_2114,19,http://dbpedia.org/ontology/note,note
2876,GitTables_2114,1,http://dbpedia.org/ontology/rank,rank
2877,GitTables_2114,4,http://dbpedia.org/ontology/species,species
2878,GitTables_2114,8,http://dbpedia.org/ontology/status,status
2879,GitTables_2114,7,http://dbpedia.org/ontology/year,year
2880,GitTables_2116,1,http://dbpedia.org/ontology/training,training
2881,GitTables_2117,1,http://dbpedia.org/ontology/description,description
2882,GitTables_2118,10,http://dbpedia.org/ontology/parent,parent
2883,GitTables_2123,8,http://dbpedia.org/ontology/comment,comment
2884,GitTables_2123,9,http://dbpedia.org/ontology/min,min
2885,GitTables_2124,3,http://dbpedia.org/ontology/genus,genus
2886,GitTables_2124,0,http://dbpedia.org/ontology/id,id
2887,GitTables_2124,2,http://dbpedia.org/ontology/name,name
2888,GitTables_2124,19,http://dbpedia.org/ontology/note,note
2889,GitTables_2124,1,http://dbpedia.org/ontology/rank,rank
2890,GitTables_2124,4,http://dbpedia.org/ontology/species,species
2891,GitTables_2124,8,http://dbpedia.org/ontology/status,status
2892,GitTables_2124,7,http://dbpedia.org/ontology/year,year
2893,GitTables_2125,7,http://dbpedia.org/ontology/comment,comment
2894,GitTables_2125,8,http://dbpedia.org/ontology/min,min
2895,GitTables_2127,8,http://dbpedia.org/ontology/comment,comment
2896,GitTables_2127,9,http://dbpedia.org/ontology/min,min
2897,GitTables_2128,16,http://dbpedia.org/ontology/version,version
2898,GitTables_2131,8,http://dbpedia.org/ontology/comment,comment
2899,GitTables_2131,9,http://dbpedia.org/ontology/min,min
2900,GitTables_2132,8,http://dbpedia.org/ontology/comment,comment
2901,GitTables_2132,9,http://dbpedia.org/ontology/min,min
2902,GitTables_2133,0,http://dbpedia.org/ontology/name,name
2903,GitTables_2137,8,http://dbpedia.org/ontology/comment,comment
2904,GitTables_2137,9,http://dbpedia.org/ontology/min,min
2905,GitTables_2141,8,http://dbpedia.org/ontology/comment,comment
2906,GitTables_2141,9,http://dbpedia.org/ontology/min,min
2907,GitTables_2145,0,http://dbpedia.org/ontology/id,id
2908,GitTables_2145,2,http://dbpedia.org/ontology/period,period
2909,GitTables_2146,8,http://dbpedia.org/ontology/comment,comment
2910,GitTables_2146,9,http://dbpedia.org/ontology/min,min
2911,GitTables_2147,8,http://dbpedia.org/ontology/comment,comment
2912,GitTables_2147,9,http://dbpedia.org/ontology/min,min
2913,GitTables_2148,3,http://dbpedia.org/ontology/genus,genus
2914,GitTables_2148,0,http://dbpedia.org/ontology/id,id
2915,GitTables_2148,2,http://dbpedia.org/ontology/name,name
2916,GitTables_2148,19,http://dbpedia.org/ontology/note,note
2917,GitTables_2148,1,http://dbpedia.org/ontology/rank,rank
2918,GitTables_2148,4,http://dbpedia.org/ontology/species,species
2919,GitTables_2148,8,http://dbpedia.org/ontology/status,status
2920,GitTables_2148,7,http://dbpedia.org/ontology/year,year
2921,GitTables_2149,3,http://dbpedia.org/ontology/genus,genus
2922,GitTables_2149,0,http://dbpedia.org/ontology/id,id
2923,GitTables_2149,2,http://dbpedia.org/ontology/name,name
2924,GitTables_2149,19,http://dbpedia.org/ontology/note,note
2925,GitTables_2149,1,http://dbpedia.org/ontology/rank,rank
2926,GitTables_2149,4,http://dbpedia.org/ontology/species,species
2927,GitTables_2149,8,http://dbpedia.org/ontology/status,status
2928,GitTables_2149,7,http://dbpedia.org/ontology/year,year
2929,GitTables_2150,8,http://dbpedia.org/ontology/comment,comment
2930,GitTables_2150,9,http://dbpedia.org/ontology/min,min
2931,GitTables_2151,0,http://dbpedia.org/ontology/id,id
2932,GitTables_2151,1,http://dbpedia.org/ontology/name,name
2933,GitTables_2153,8,http://dbpedia.org/ontology/comment,comment
2934,GitTables_2153,9,http://dbpedia.org/ontology/min,min
2935,GitTables_2157,8,http://dbpedia.org/ontology/comment,comment
2936,GitTables_2157,9,http://dbpedia.org/ontology/min,min
2937,GitTables_2158,3,http://dbpedia.org/ontology/code,code
2938,GitTables_2158,0,http://dbpedia.org/ontology/id,id
2939,GitTables_2158,2,http://dbpedia.org/ontology/name,name
2940,GitTables_2159,8,http://dbpedia.org/ontology/comment,comment
2941,GitTables_2159,9,http://dbpedia.org/ontology/min,min
2942,GitTables_2160,8,http://dbpedia.org/ontology/comment,comment
2943,GitTables_2160,9,http://dbpedia.org/ontology/min,min
2944,GitTables_2162,0,http://dbpedia.org/ontology/country,country
2945,GitTables_2165,8,http://dbpedia.org/ontology/comment,comment
2946,GitTables_2165,9,http://dbpedia.org/ontology/min,min
2947,GitTables_2168,0,http://dbpedia.org/ontology/id,id
2948,GitTables_2169,8,http://dbpedia.org/ontology/comment,comment
2949,GitTables_2169,9,http://dbpedia.org/ontology/min,min
2950,GitTables_2171,0,http://dbpedia.org/ontology/id,id
2951,GitTables_2171,1,http://dbpedia.org/ontology/name,name
2952,GitTables_2171,5,http://dbpedia.org/ontology/rating,rating
2953,GitTables_2171,7,http://dbpedia.org/ontology/type,type
2954,GitTables_2172,8,http://dbpedia.org/ontology/comment,comment
2955,GitTables_2172,9,http://dbpedia.org/ontology/min,min
2956,GitTables_2176,8,http://dbpedia.org/ontology/comment,comment
2957,GitTables_2176,9,http://dbpedia.org/ontology/min,min
2958,GitTables_2179,8,http://dbpedia.org/ontology/comment,comment
2959,GitTables_2179,9,http://dbpedia.org/ontology/min,min
2960,GitTables_2183,6,http://dbpedia.org/ontology/comment,comment
2961,GitTables_2184,8,http://dbpedia.org/ontology/comment,comment
2962,GitTables_2184,9,http://dbpedia.org/ontology/min,min
2963,GitTables_2186,9,http://dbpedia.org/ontology/activity,activity
2964,GitTables_2186,7,http://dbpedia.org/ontology/author,author
2965,GitTables_2186,0,http://dbpedia.org/ontology/id,id
2966,GitTables_2186,8,http://dbpedia.org/ontology/rank,rank
2967,GitTables_2186,6,http://dbpedia.org/ontology/time,time
2968,GitTables_2186,12,http://dbpedia.org/ontology/title,title
2969,GitTables_2189,3,http://dbpedia.org/ontology/genus,genus
2970,GitTables_2189,0,http://dbpedia.org/ontology/id,id
2971,GitTables_2189,2,http://dbpedia.org/ontology/name,name
2972,GitTables_2189,19,http://dbpedia.org/ontology/note,note
2973,GitTables_2189,1,http://dbpedia.org/ontology/rank,rank
2974,GitTables_2189,4,http://dbpedia.org/ontology/species,species
2975,GitTables_2189,8,http://dbpedia.org/ontology/status,status
2976,GitTables_2189,7,http://dbpedia.org/ontology/year,year
2977,GitTables_2191,7,http://dbpedia.org/ontology/min,min
2978,GitTables_2193,3,http://dbpedia.org/ontology/genus,genus
2979,GitTables_2193,0,http://dbpedia.org/ontology/id,id
2980,GitTables_2193,2,http://dbpedia.org/ontology/name,name
2981,GitTables_2193,19,http://dbpedia.org/ontology/note,note
2982,GitTables_2193,1,http://dbpedia.org/ontology/rank,rank
2983,GitTables_2193,4,http://dbpedia.org/ontology/species,species
2984,GitTables_2193,8,http://dbpedia.org/ontology/status,status
2985,GitTables_2193,7,http://dbpedia.org/ontology/year,year
2986,GitTables_2194,8,http://dbpedia.org/ontology/comment,comment
2987,GitTables_2194,9,http://dbpedia.org/ontology/min,min
2988,GitTables_2195,8,http://dbpedia.org/ontology/comment,comment
2989,GitTables_2195,9,http://dbpedia.org/ontology/min,min
2990,GitTables_2197,3,http://dbpedia.org/ontology/genus,genus
2991,GitTables_2197,0,http://dbpedia.org/ontology/id,id
2992,GitTables_2197,2,http://dbpedia.org/ontology/name,name
2993,GitTables_2197,19,http://dbpedia.org/ontology/note,note
2994,GitTables_2197,1,http://dbpedia.org/ontology/rank,rank
2995,GitTables_2197,4,http://dbpedia.org/ontology/species,species
2996,GitTables_2197,8,http://dbpedia.org/ontology/status,status
2997,GitTables_2197,7,http://dbpedia.org/ontology/year,year
2998,GitTables_2198,8,http://dbpedia.org/ontology/comment,comment
2999,GitTables_2198,9,http://dbpedia.org/ontology/min,min
3000,GitTables_2199,10,http://dbpedia.org/ontology/date,date
3001,GitTables_2199,0,http://dbpedia.org/ontology/duration,duration
3002,GitTables_2199,9,http://dbpedia.org/ontology/id,id
3003,GitTables_2202,0,http://dbpedia.org/ontology/id,id
3004,GitTables_2202,1,http://dbpedia.org/ontology/name,name
3005,GitTables_2203,8,http://dbpedia.org/ontology/comment,comment
3006,GitTables_2203,9,http://dbpedia.org/ontology/min,min
3007,GitTables_2204,8,http://dbpedia.org/ontology/comment,comment
3008,GitTables_2204,9,http://dbpedia.org/ontology/min,min
3009,GitTables_2205,0,http://dbpedia.org/ontology/id,id
3010,GitTables_2205,1,http://dbpedia.org/ontology/name,name
3011,GitTables_2206,3,http://dbpedia.org/ontology/genus,genus
3012,GitTables_2206,0,http://dbpedia.org/ontology/id,id
3013,GitTables_2206,2,http://dbpedia.org/ontology/name,name
3014,GitTables_2206,19,http://dbpedia.org/ontology/note,note
3015,GitTables_2206,1,http://dbpedia.org/ontology/rank,rank
3016,GitTables_2206,4,http://dbpedia.org/ontology/species,species
3017,GitTables_2206,8,http://dbpedia.org/ontology/status,status
3018,GitTables_2206,7,http://dbpedia.org/ontology/year,year
3019,GitTables_2207,0,http://dbpedia.org/ontology/id,id
3020,GitTables_2207,1,http://dbpedia.org/ontology/name,name
3021,GitTables_2211,0,http://dbpedia.org/ontology/id,id
3022,GitTables_2211,1,http://dbpedia.org/ontology/name,name
3023,GitTables_2212,1,http://dbpedia.org/ontology/description,description
3024,GitTables_2212,0,http://dbpedia.org/ontology/id,id
3025,GitTables_2212,4,http://dbpedia.org/ontology/name,name
3026,GitTables_2212,5,http://dbpedia.org/ontology/type,type
3027,GitTables_2213,0,http://dbpedia.org/ontology/code,code
3028,GitTables_2213,5,http://dbpedia.org/ontology/language,language
3029,GitTables_2213,1,http://dbpedia.org/ontology/name,name
3030,GitTables_2217,0,http://dbpedia.org/ontology/id,id
3031,GitTables_2217,1,http://dbpedia.org/ontology/name,name
3032,GitTables_2219,7,http://dbpedia.org/ontology/comment,comment
3033,GitTables_2219,8,http://dbpedia.org/ontology/min,min
3034,GitTables_2220,2,http://dbpedia.org/ontology/class,class
3035,GitTables_2221,8,http://dbpedia.org/ontology/comment,comment
3036,GitTables_2221,9,http://dbpedia.org/ontology/min,min
3037,GitTables_2222,8,http://dbpedia.org/ontology/comment,comment
3038,GitTables_2222,9,http://dbpedia.org/ontology/min,min
3039,GitTables_2224,8,http://dbpedia.org/ontology/comment,comment
3040,GitTables_2224,9,http://dbpedia.org/ontology/min,min
3041,GitTables_2225,2,http://dbpedia.org/ontology/class,class
3042,GitTables_2225,14,http://dbpedia.org/ontology/dam,dam
3043,GitTables_2227,0,http://dbpedia.org/ontology/id,id
3044,GitTables_2227,11,http://dbpedia.org/ontology/weight,weight
3045,GitTables_2228,8,http://dbpedia.org/ontology/comment,comment
3046,GitTables_2228,9,http://dbpedia.org/ontology/min,min
3047,GitTables_2229,0,http://dbpedia.org/ontology/id,id
3048,GitTables_2229,1,http://dbpedia.org/ontology/name,name
3049,GitTables_2230,8,http://dbpedia.org/ontology/capacity,capacity
3050,GitTables_2230,5,http://dbpedia.org/ontology/length,length
3051,GitTables_2230,0,http://dbpedia.org/ontology/name,name
3052,GitTables_2230,14,http://dbpedia.org/ontology/second,second
3053,GitTables_2231,4,http://dbpedia.org/ontology/facilityId,facility id
3054,GitTables_2231,14,http://dbpedia.org/ontology/region,region
3055,GitTables_2231,15,http://dbpedia.org/ontology/state,state
3056,GitTables_2232,1,http://dbpedia.org/ontology/code,code
3057,GitTables_2232,0,http://dbpedia.org/ontology/id,id
3058,GitTables_2232,2,http://dbpedia.org/ontology/name,name
3059,GitTables_2233,8,http://dbpedia.org/ontology/comment,comment
3060,GitTables_2233,9,http://dbpedia.org/ontology/min,min
3061,GitTables_2234,6,http://dbpedia.org/ontology/author,author
3062,GitTables_2234,10,http://dbpedia.org/ontology/created,created
3063,GitTables_2234,0,http://dbpedia.org/ontology/id,id
3064,GitTables_2234,3,http://dbpedia.org/ontology/parent,parent
3065,GitTables_2234,7,http://dbpedia.org/ontology/title,title
3066,GitTables_2234,1,http://dbpedia.org/ontology/type,type
3067,GitTables_2235,7,http://dbpedia.org/ontology/comment,comment
3068,GitTables_2235,8,http://dbpedia.org/ontology/min,min
3069,GitTables_2237,8,http://dbpedia.org/ontology/comment,comment
3070,GitTables_2237,9,http://dbpedia.org/ontology/min,min
3071,GitTables_2240,6,http://dbpedia.org/ontology/style,style
3072,GitTables_2240,0,http://dbpedia.org/ontology/type,type
3073,GitTables_2241,0,http://dbpedia.org/ontology/id,id
3074,GitTables_2241,2,http://dbpedia.org/ontology/period,period
3075,GitTables_2242,0,http://dbpedia.org/ontology/id,id
3076,GitTables_2242,1,http://dbpedia.org/ontology/name,name
3077,GitTables_2243,0,http://dbpedia.org/ontology/id,id
3078,GitTables_2243,1,http://dbpedia.org/ontology/name,name
3079,GitTables_2246,0,http://dbpedia.org/ontology/id,id
3080,GitTables_2246,1,http://dbpedia.org/ontology/name,name
3081,GitTables_2247,0,http://dbpedia.org/ontology/id,id
