fileName,colName,vals,fine_grained_label
SOTAB_50.csv,url,"https://www.belgiqueloisirs.be/editeur/lonely-planet-france, https://www.belgiqueloisirs.be/editeur/bruylant, https://www.belgiqueloisirs.be/editeur/l-harmattan, https://www.belgiqueloisirs.be/editeur/l-harmattan, https://www.belgiqueloisirs.be/editeur/eska, https://www.belgiqueloisirs.be/editeur/l-harmattan, https://www.belgiqueloisirs.be/editeur/l-harmattan, https://www.belgiqueloisirs.be/editeur/ocde, https://www.belgiqueloisirs.be/editeur/ocde, https://www.belgiqueloisirs.be/editeur/l-harmattan, https://www.belgiqueloisirs.be/editeur/l-artilleur, https://www.belgiqueloisirs.be/editeur/ocde, https://www.belgiqueloisirs.be/editeur/o-reilly-ass, https://www.belgiqueloisirs.be/editeur/lannoo, https://www.belgiqueloisirs.be/editeur/niggli, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/cinebook, nan, https://www.belgiqueloisirs.be/editeur/lannoo, https://www.belgiqueloisirs.be/editeur/cinebook, https://www.belgiqueloisirs.be/editeur/lonely-planet-france, ['https://www.belgiqueloisirs.be/jeunesse/le-jeu-de-l-oie-des-monuments-de-paris-the-wild-goose-chase-game-through-paris-monuments-9782020997041.html', 'https://www.belgiqueloisirs.be/editeur/seuil'], ['https://www.belgiqueloisirs.be/editeur/penguin', 'https://www.belgiqueloisirs.be/anglais/me-before-you-9780718157838.html'], ['https://www.belgiqueloisirs.be/editeur/cinebook', 'https://www.belgiqueloisirs.be/bd-humour/spirou-fantasio-adventures-t3-running-scared-9781849181167.html'], ['https://www.belgiqueloisirs.be/editeur/skira', 'https://www.belgiqueloisirs.be/art/walk-on-the-wild-side-at-the-heart-of-the-carmignac-collection-9782370740410.html'], https://www.belgiqueloisirs.be/editeur/orbit",page_url_Book
SOTAB_58.csv,url,"https://www.avalontravelbooks.com/titles/bethany-pitts/moon-quito/9781631217272/, https://www.avalontravelbooks.com/titles/moon-travel-guides/moon-berlin-walks/9781631215971/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-provence-the-french-riviera/9781641712934/, https://www.avalontravelbooks.com/titles/steph-dyson/moon-chile/9781640492769/, https://www.avalontravelbooks.com/titles/ryan-dube/moon-machu-picchu/9781640499386/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-provence-the-french-riviera/9781641710282/, https://www.avalontravelbooks.com/titles/jamie-jensen/road-trip-usa-atlantic-coast/9781631213748/, https://www.avalontravelbooks.com/titles/jennifer-kramer/moon-baja/9781640491014/, https://www.avalontravelbooks.com/titles/jennifer-kramer/moon-los-cabos/9781640491069/, https://www.avalontravelbooks.com/titles/thomas-huhti/moon-wisconsins-door-county/9781631214325/, https://www.avalontravelbooks.com/titles/tom-stienstra/moon-northern-california-camping/9781640490390/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-pocket-amsterdam/9781631216282/, https://www.avalontravelbooks.com/titles/kevin-whitton/moon-honolulu-oahu/9781631213885/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-snapshot-loire-valley/9781631216992/, https://www.avalontravelbooks.com/titles/lebawit-lily-girma/moon-belize/9781640490437/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-walk-heart-of-rome/9781631215377/, https://www.avalontravelbooks.com/titles/tom-stienstra/moon-california-camping/9781640490178/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-tour-westminster-abbey-london/9781631215230/, https://www.avalontravelbooks.com/titles/moon-travel-guides/moon-amsterdam-walks/9781640497740/, https://www.avalontravelbooks.com/titles/jason-frye/moon-north-carolina-coast/9781640493889/, https://www.avalontravelbooks.com/titles/jessica-dunham/moon-route-66-road-trip/9781640490291/, https://www.avalontravelbooks.com/titles/alexei-j-cohen/moon-florence-beyond/9781640490666/, https://www.avalontravelbooks.com/titles/thomas-huhti/moon-wisconsin/9781640498532/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-best-of-ireland/9781641710022/, https://www.avalontravelbooks.com/titles/jamie-ivey/moon-provence/9781640491243/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-snapshot-basque-country-spain-france/9781631217005/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-barcelona/9781641711609/, https://www.avalontravelbooks.com/titles/margaret-littman/moon-nashville/9781640498402/, https://www.avalontravelbooks.com/titles/auburn-scallon/moon-prague-beyond/9781640498235/, https://www.avalontravelbooks.com/titles/jamie-jensen/road-trip-usa-the-oregon-trail/9781612388168/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-pocket-amsterdam/9781641711180/, https://www.avalontravelbooks.com/titles/ocean-malandra/moon-cartagena-colombias-caribbean-coast/9781640499416/, https://www.avalontravelbooks.com/titles/bree-kessler/moon-big-island-of-hawaii/9781631212819/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-budapest/9781641710886/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-tour-neuschwanstein-castle-and-a-bit-of-bavaria/9781641713498/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-pocket-italys-cinque-terre/9781641712903/, https://www.avalontravelbooks.com/titles/jason-frye/moon-north-carolina/9781640493803/, https://www.avalontravelbooks.com/titles/liza-prado/moon-yucat%c3%a1n-peninsula/9781640491380/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-snapshot-rothenburg-the-rhine/9781641710664/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-pocket-rome/9781641712644/, https://www.avalontravelbooks.com/titles/matt-wastradowski/moon-oregon-hiking/9781640495029/, https://www.avalontravelbooks.com/titles/carrie-marie-bratley/moon-azores/9781640494022/, https://www.avalontravelbooks.com/titles/margaret-littman/moon-tennessee/9781640493421/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-snapshot-nice-the-french-riviera/9781641710626/, https://www.avalontravelbooks.com/titles/judy-jewell/moon-coastal-oregon/9781640498938/, https://www.avalontravelbooks.com/titles/jenna-blough/moon-joshua-tree-palm-springs/9781640490475/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-pocket-prague/9781641712040/, https://www.avalontravelbooks.com/titles/lilia-menconi/moon-take-a-hike-phoenix/9781612385303/, https://www.avalontravelbooks.com/titles/rick-steves/rick-steves-tour-anne-frank-house-amsterdam/9781641713429/, https://www.avalontravelbooks.com/titles/rosalie-klein/moon-aruba/9781640491175/",page_url_Book
SOTAB_106.csv,price,"8.95, ['15.45', '12.5', None, '16.75', '13.11', '13.37', '14.93'], 30.38, 85.02, nan, 75.25, 17.70, ['68.88', None, '80.09'], ['219.3', '418.88', None, '471.7'], ['34.46', '41.62', '34.29', '36.4', '51.29', '34.61', '60.43', None, '39.27', '39.52', '39.3'], ['9.93', '12.14', None], 17.67, 22.47, 39.14, 66.17, [None, '22.84', '17.29', '26.04', '12.92', '16.66', '21.52', '18.18', '13.33', '15.47', '15.15'], nan, 143.43, 28.31, ['45.59', None, '41.5'], ['41.61', '60.4', None, '39.41', '59.41'], ['268.67', None, '165.26'], [None, '10.47', '3.37', '7.79', '6.52', '6.58', '4.8', '16.42'], ['15.88', None, '19.39', '16.86', '13.24', '17.65', '12.04', '16.75', '14.56', '15.45'], ['25.94', '29.1', '35.64', '23.68', None, '27.1', '33.46', '25.93', '39.69', '30.56', '30.09'], 20.48, 52.63, [None, '19.13', '25.05', '31.45', '19.49', '21.64', '22.46', '23.35', '26.46', '23.69'], 31.99, ['12.41', '10.73', '12.8', '9.99', None, '13.71', '14.91'], nan, 65.79, 8.47, ['29.99', '14.99', '67.76', '67.25', '58.62', '59.61', '39.11', '54.75', '68.7', '31.73', None], 65.38, 13.9, 22.47, nan, nan, 13.46, 48.10, 22.56, [None, '1380.97', '75.6'], [None, '4.89', '13.12', '8.17'], 130.39, nan, ['48.12', None, '62.0', '36.76', '53.9', '41.15'], ['33.92', None, '45.22'], [None, '74.96', '34.78'], nan",price_Book
SOTAB_118.csv,price,"3500.0, 250.0, 1800.0, 10000.0, 375.0, 6500.0, 2250.0, 9000.0, 3500.0, 950.0, 6000.0, 2500.0, 3500.0, 4800.0, 9500.0, 450.0, 650.0, 6000.0, 2500.0, 1500.0, 250.0, 1800.0, 1800.0, 3000.0, 150.0, 450.0, 6500.0, 275.0, 600.0, 6000.0, 800.0, 8500.0, 1500.0, 2200.0, 6000.0, 750.0, 800.0, 2500.0, 600.0, 6000.0, 3500.0, 1500.0, 3500.0, 750.0, 3250.0, 1950.0, 6000.0, 750.0, 350.0, 7000.0",price_Book
SOTAB_131.csv,price,"250.0, 30.0, 50.0, 8.0, 12.0, 50.0, 24.0, 25.0, 35.0, 12.0, 10.0, 15.0, 15.0, 8.0, 15.0, 30.0, 75.0, 12.0, 45.0, 13.0, 15.0, 10.0, 15.0, 10.0, 18.0, 8.0, 10.0, 12.0, 10.0, 15.0, 14.0, 45.0, 18.0, 24.0, 10.0, 15.0, 18.0, 15.0, 19.95, 25.0, 12.0, 15.0, 75.0, 150.0, 25.0, 35.0, 35.0, 15.0, 32.0, 50.0",price_Book
SOTAB_139.csv,price,"18,90 ?, 30,50 ?, 17,90 ?, 20,50 ?, 38,75 ?, 24,95 ?, 22,50 ?, 12,02 ?, 36,00 ?, 31,95 ?, 34,90 ?, 26,90 ?, 34,60 ?, 7,25 ?, 12,50 ?, 60,50 ?, 16,45 ?, 20,60 ?, 21,90 ?, 18,90 ?, 9,00 ?, 35,90 ?, 9,00 ?, 7,25 ?, 18,90 ?, 35,50 ?, 17,90 ?, 23,90 ?, 34,95 ?, 34,60 ?, 27,00 ?, 9,94 ?, 34,90 ?, 9,95 ?, 9,50 ?, 24,65 ?, 22,90 ?, 7,25 ?, 24,00 ?, 26,90 ?, 34,50 ?, 26,90 ?, 28,65 ?, 22,60 ?, 16,60 ?, 9,94 ?, 12,95 ?, 29,65 ?, 25,90 ?, 10,75 ?",price_Book
SOTAB_151.csv,price,"225.0, 8.99, 31.95, 23.95, 23.95, 9.99, 12.5, 25.95, 12.95, 24.95, 44.95, 13.95, 8.5, 12.5, 12.95, 12.95, 20.5, 19.95, 29.95, 11.95, 11.5, 19.5, 18.5, 25.5, 17.95, 16.5, 21.95, 21.38, 31.5, 18.95, 29.95, 28.5, 26.95, 13.95, 16.5, 9.5, 69.95, 10.5, 18.5, 10.95, 10.5, 5.95, 3.66, 7.95, 22.95, 13.95, 49.95, 25.5, 19.95, 46.5",price_Book
SOTAB_155.csv,price,"18.25, 9.63, 22.84, 16.86, 16.74, 8.11, 15.18, 22.25, 9.35, 13.89, 24.29, 22.56, 16.43, 8.53, 23.75, 23.69, 11.21, 16.93, 25.16, 11.48, 22.86, 22.48, 13.88, 14.45, 13.26, 17.39, 16.46, 17.97, 19.74, 15.31, 17.34, 8.34, 12.53, 25.33, 20.45, 25.92, 8.36, 23.67, 25.42, 25.56, 16.79, 18.25, 13.97, 25.17, 11.25, 24.96, 25.64, 9.67, 25.39, 14.86",price_Book
SOTAB_159.csv,price,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0",price_Book
SOTAB_165.csv,10,"$24.95, $14.95, $14.95, $195.00, $12.95, $24.95, $25.95, $12.95, $14.95, $3.33, 30.95, $12.50, $14.95, $3.33, $24.95, $25.95",price_Book
SOTAB_17.csv,price,"15.0, 200.0, 15.0, 25.0, 100.0, 150.0, 40.0, 10.0, 750.0, 45.0, 125.0, 25.0, 15.0, 20.0, 75.0, 550.0, 15.0, 100.0, 30.0, 150.0, 45.0, 350.0, 80.0, 375.0, 25.0, 45.0, 15.0, 35.0, 60.0, 15.0, 450.0, 100.0, 20.0, 150.0, 20.0, 35.0, 150.0, 20.0, 150.0, 175.0, 200.0, 2000.0, 50.0, 350.0, 30.0, 50.0, 35.0, 25.0, 200.0, 150.0",price_Book
SOTAB_187.csv,price,"35.0, 2500.0, 20.0, 1750.0, 30.0, 200.0, 85.0, 1500.0, 125.0, 350.0, 45.0, 60.0, 35.0, 70.0, 40.0, 110.0, 95.0, 95.0, 33.0, 59.4, 750.0, 45.0, 250.0, 250.0, 37.0, 40.0, 25.0, 250.0, 35.0, 25.0, 115.0, 375.0, 25.0, 22.99, 150.0, 70.95, 20.0, 1200.0, 35.0, 22.0, 25.0, 22.0, 25.0, 25.0, 38.0, 120.0, 45.0, 23.95, 53.95, 17.99",price_Book
SOTAB_26.csv,price,"325.0, 450.0, 1500.0, 1500.0, 375.0, 375.0, 225.0, 425.0, 125.0, 2000.0, 275.0, 1500.0, 2500.0, 600.0, 450.0, 250.0, 125.0, 175.0, 750.0, 25.0, 275.0, 375.0, 300.0, 20.0, 750.0, 1250.0, 125.0, 75.0, 450.0, 150.0, 2000.0, 500.0, 750.0, 375.0, 50.0, 375.0, 225.0, 35.0, 150.0, 16500.0, 350.0, 75.0, 1250.0, 200.0, 750.0, 300.0, 65.0, 350.0, 450.0, 350.0",price_Book
SOTAB_33.csv,price,"13.99, 169.98, 26.9, 21.9, 25.9, 149.95, 25.9, 139.95, 44.0, 11.0, 17.9, 27.7, 109.95, 109.95, 19.9, 199.95, 40.9, 40.9, 27.7, 17.9, 179.95, 31.9, 21.7, 106.99, 29.0, 13.9, 16.99, 16.99, 35.4, 139.09, 22.9, 30.9, 27.3, 26.9, 18.9, 16.99, 11.0, 39.99, 129.98, 56.5, 19.9, 129.95, 32.5, 12.9, 106.99, 128.39, 16.9, 16.99, 164.95, 16.99",price_Book
SOTAB_37.csv,price,"200.0, 250.0, 20.0, 137.0, 220.0, 1850.0, 30.0, 10.0, 30.0, 80.0, 60.0, 60.0, 300.0, 75.0, 35.0, 750.0, 115.0, 50.0, 60.0, 400.0, 500.0, 30.0, 20.0, 133.0, 1200.0, 20.0, 40.0, 80.0, 25000.0, 800.0, 125000.0, 2000.0, 9000.0, 800.0, 500.0, 1800.0, 36.0, 100.0, 40.0, 19.0, 30.0, 50.0, 50.0, 50.0, 80.0, 50.0, 600.0, 55.0, 30.0, 20.0",price_Book
SOTAB_61.csv,price,"30.0, 50.0, 165.0, 30.0, 11250.0, 65.0, 350.0, 600.0, 450.0, 45.0, 125.0, 65.0, 150.0, 45.0, 10500.0, 12.5, 50.0, 50.0, 50.0, 75.0, 85.0, 16500.0, 35.0, 35.0, 7000.0, 650.0, 2400.0, 125.0, 125.0, 125.0, 125.0, 50.0, 100.0, 20.0, 20.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 1200.0, 55.0, 1650.0, 660.0, 250.0, 200.0, 175.0, 5500.0",price_Book
SOTAB_72.csv,price,"5.0, 9.0, 13.5, 5.75, 12.6, 2.25, 135.0, 23.4, 14.0, 5.0, 26.1, 14.4, nan, 16.2, 53.1, 5.4, 5.5, 4.8, 5.0, 1.0, 6.3, 5.75, 0.9, 12.6, 18.0, 9.5, 11.7, 4.8, 10.8, 5.5, 10.0, 9.0, 10.8, 27.0, 2.7, 15.0, 6.3, 17.1, 4.8, 13.0, 58.5, 1.8, 10.8, 9.0, 3.0, 3.0, 130.5, 11.7, 8.1, 24.3",price_Book
SOTAB_84.csv,price,"30.0, 25.0, 1000.0, 125.0, 100.0, 2000.0, 100.0, 350.0, 150.0, 25.0, 150.0, 35.0, 20.0, 150.0, 250.0, 250.0, 650.0, 200.0, 150.0, 50.0, 250.0, 30.0, 450.0, 100.0, 100.0, 750.0, 500.0, 1250.0, 375.0, 1750.0, 350.0, 175.0, 750.0, 300.0, 150.0, 35.0, 100.0, 750.0, 35.0, 75.0, 125.0, 225.0, 35.0, 100.0, 50.0, 50.0, 350.0, 100.0, 15.0, 10.0",price_Book
SOTAB_106.csv,priceCurrency,"EUR, ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], EUR, EUR, nan, EUR, EUR, ['EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR'], EUR, EUR, EUR, EUR, ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], nan, EUR, EUR, ['EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], EUR, EUR, ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], EUR, ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], nan, EUR, EUR, ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], EUR, EUR, EUR, nan, nan, EUR, EUR, EUR, ['EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR', 'EUR'], EUR, nan, ['EUR', 'EUR', 'EUR', 'EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR'], ['EUR', 'EUR', 'EUR'], nan",priceCurrency_Book
SOTAB_118.csv,priceCurrency,"USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD",priceCurrency_Book
SOTAB_131.csv,priceCurrency,"USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD",priceCurrency_Book
SOTAB_139.csv,priceCurrency,"EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR",priceCurrency_Book
SOTAB_151.csv,priceCurrency,"EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR",priceCurrency_Book
SOTAB_155.csv,priceCurrency,"EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR",priceCurrency_Book
SOTAB_159.csv,priceCurrency,"$, $, $, $, $, $, $, $, $, $",priceCurrency_Book
SOTAB_17.csv,priceCurrency,"USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD",priceCurrency_Book
SOTAB_187.csv,priceCurrency,"AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD",priceCurrency_Book
SOTAB_26.csv,priceCurrency,"USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD",priceCurrency_Book
SOTAB_33.csv,priceCurrency,"EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR, EUR",priceCurrency_Book
SOTAB_37.csv,priceCurrency,"AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD",priceCurrency_Book
SOTAB_50.csv,9,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, EUR, ['EUR', 'EUR'], nan, nan, nan",priceCurrency_Book
SOTAB_61.csv,priceCurrency,"AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD, AUD",priceCurrency_Book
SOTAB_72.csv,priceCurrency,"GBP, USD, USD, GBP, USD, USD, USD, USD, GBP, GBP, USD, USD, nan, USD, USD, USD, GBP, GBP, GBP, GBP, USD, GBP, USD, USD, USD, GBP, USD, GBP, USD, GBP, GBP, USD, USD, USD, USD, GBP, USD, USD, GBP, GBP, USD, USD, USD, USD, USD, GBP, USD, USD, USD, USD",priceCurrency_Book
SOTAB_84.csv,priceCurrency,"USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD, USD",priceCurrency_Book
SOTAB_106.csv,publisher,"Abundant Life Publishing, CreateSpace Independent Publishing Platform, Self-Published, John Wiley, Books Llc, Historical Publishing Company, Parke-Bernet Galleries, OUP Oxford, MIT Press, Cambridge University Press, American Psychological Association, Siglo Ilustrado, Faber & Faber, Verlag von J. Cramer, Armed Services, Inc., Wiley John  Sons, Beck C. H., nan, Mouton & Co., CreateSpace Independent Publishing Platform, AVA Publishing, Pantheon Books, Naval & Military Press Ltd, Littlehampton Book Services Ltd, Cambridge University Press, GRIN Verlag GmbH, Van der Meer, cop., OUP Oxford, McFarland, Gale ECCO, Print Editions, CreateSpace Independent Publishing Platform, Methodist Episcopal Church, Thoemmes Press, Yale University Press, APA Publications Pte Ltd, AN-UP Publisher, Printed by Page & Thomas, CreateSpace Independent Publishing Platform, CreateSpace Independent Publishing Platform, GRIN Publishing, nan, Hodder & Stoughton, London, Pegasus Publications, Isha books, Sellers Publishing, CreateSpace Independent Publishing Platform, Atria, SEMKO,Bulgaria, OUP USA, nan",publisher_Book
SOTAB_131.csv,publisher,"David McKay., nan, nan, nan, nan, J. Levine Co/ Millennium,, Packt Publishing,, DC Comics,, nan, nan, John Wiley & Sons, Inc.,, Camden House,, nan, Jossey-Bass,, nan, nan, nan, San Diego, CA: Exhibit A Press,, Bearly Ltd,, Doubleday,, Cemetery Dance Pubns,, Addison-Wesley Professional,, Addison-Wesley Professional,, Squadron/Signal Publications,, Random House Information Group,, Picador,, SUNY Press,, University of Illinois Press,, nan, Drawn and Quarterly,, Liturgical Press,, Meisha Merlin Publishing, Inc,, Greenhill Books,, The MIT Press,, Yale University Press,, O'Reilly Media,, Manning Publications,, Rizzoli Intl Pubns,, PuddleDancer Press,, nan, nan, Moyer Bell Ltd,, FOLIO SOCIETY LTD (ENGLAND),, nan, nan, The Classics of Surgery Library,, AltaMira Press,, nan, nan, nan",publisher_Book
SOTAB_151.csv,publisher,"Thames &amp; Hudson, SAGA Egmont, Thames &amp; Hudson, Penguin Books, Bloomsbury, Icon Books, Head of Zeus, Hirmer Verlag, Elliott &amp; Thompson Limited, Taschen, Hatje Cantz, Laurence King Publishing, Profile Books, Taschen, Bloomsbury, Workman Publishing, Reaktion Books, Yale University Press, Harvard University Press, Hodder &amp; Stoughton, Headline Publishing Group, Profile Books, Anchor Books, Arrow Books, Taschen, Lonely Planet, Hatje Cantz, Veda, Thames &amp; Hudson, Penguin Books, Penguin Books, Cambridge University Press, Cambridge University Press, Laurence King Publishing, Penguin Books, Penguin Books, Taschen, Harper Collins, Transworld, Bloomsbury, Pan Macmillan, Random House, Meriglobe Advisory House, Harper Collins, Oneworld Classics, Canongate Books, Verlag Dash?fer, Random House, Thames &amp; Hudson, Thames &amp; Hudson",publisher_Book
SOTAB_165.csv,7,"Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing, Bayou Publishing",publisher_Book
