Species_Group,Region,PlotID,BE_PlotID,longitude,latitude,Year,Method,Species_richness,Abundances,Cover,Mean_abundance,conifer_cover,herb_cover
Heteroptera,BAY,T4_42,X0,13.26,49.1,2007,flight interception (FFB) and pitfall traps,0.0,0.0,,0.0,0.0,6.0
Heteroptera,BAY,T4_77,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,1.0,3.0,,3.0,1.0,141.5
Heteroptera,BAY,T4_78,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,7.0,44.0,,6.29,0.79,151.5
Heteroptera,BAY,T4_79,X0,13.31,49.1,2007,flight interception (FFB) and pitfall traps,8.0,21.0,,2.62,0.75,148.5
Heteroptera,BAY,T4_8,X0,13.21,49.1,2007,flight interception (FFB) and pitfall traps,1.0,1.0,,1.0,0.5,106.0
Heteroptera,BAY,T4_80,X0,13.31,49.1,2007,flight interception (FFB) and pitfall traps,7.0,12.0,,1.71,1.0,189.0
Heteroptera,BAY,T4_81,X0,13.31,49.1,2007,flight interception (FFB) and pitfall traps,7.0,130.0,,18.57,1.0,177.0
Heteroptera,BAY,T4_64,X0,13.29,49.1,2007,flight interception (FFB) and pitfall traps,8.0,43.0,,5.38,0.43,126.0
Heteroptera,BAY,T4_65,X0,13.29,49.1,2007,flight interception (FFB) and pitfall traps,11.0,17.0,,1.55,0.61,49.0
Heteroptera,BAY,T4_7,X0,13.21,49.1,2007,flight interception (FFB) and pitfall traps,1.0,1.0,,1.0,0.87,0.5
Heteroptera,BAY,T4_70,X0,13.29,49.1,2007,flight interception (FFB) and pitfall traps,5.0,6.0,,1.2,0.96,66.0
Heteroptera,BAY,T4_71,X0,13.29,49.1,2007,flight interception (FFB) and pitfall traps,5.0,5.0,,1.0,1.0,136.0
Heteroptera,BAY,T4_72,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,6.0,9.0,,1.5,1.0,153.0
Heteroptera,BAY,T4_73,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,2.0,2.0,,1.0,1.0,143.0
Heteroptera,BAY,T4_74,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,5.0,11.0,,2.2,1.0,109.0
Heteroptera,BAY,T4_75,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,4.0,4.0,,1.0,0.95,143.5
Heteroptera,BAY,T4_76,X0,13.3,49.1,2007,flight interception (FFB) and pitfall traps,3.0,4.0,,1.33,0.97,118.0
Phytophagous,STE,2FA14,X0,10.58,49.92,2016,flight interception (FFB) and pitfall traps,6.0,83.0,,13.83,0.0,27.5
Phytophagous,STE,2FA16,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,8.0,161.0,,20.12,0.0,133.0
Heteroptera,BAY,T4_82,X0,13.31,49.1,2007,flight interception (FFB) and pitfall traps,4.0,4.0,,1.0,1.0,185.5
Heteroptera,BAY,T4_83,X0,13.31,49.1,2007,flight interception (FFB) and pitfall traps,9.0,42.0,,4.67,0.6,176.0
Heteroptera,BAY,T4_84,X0,13.31,49.1,2007,flight interception (FFB) and pitfall traps,11.0,23.0,,2.09,0.94,229.0
Heteroptera,BAY,T4_9,X0,13.21,49.1,2007,flight interception (FFB) and pitfall traps,4.0,4.0,,1.0,0.48,94.5
Phytophagous,STE,2EB16,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,7.0,87.0,,12.43,0.04,29.0
Phytophagous,STE,2EB17,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,10.0,117.0,,11.7,0.0,11.0
Phytophagous,STE,2EB18,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,13.0,91.0,,7.0,0.0,30.0
Phytophagous,STE,2EB19,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,8.0,26.0,,3.25,0.0,23.0
Phytophagous,STE,2EB20,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,8.0,81.0,,10.12,0.1,20.0
Phytophagous,STE,2EB21,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,8.0,72.0,,9.0,0.0,83.5
Phytophagous,STE,2EB24,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,11.0,45.0,,4.09,0.0,15.5
Phytophagous,STE,2EB25,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,4.0,15.0,,3.75,0.02,6.0
Phytophagous,STE,2FA09,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,5.0,83.0,,16.6,0.0,159.0
Phytophagous,STE,2FA13,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,5.0,100.0,,20.0,0.0,78.5
Phytophagous,STE,2FA17,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,7.0,184.0,,26.29,0.0,11.0
Phytophagous,STE,2FA19,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,10.0,191.0,,19.1,0.19,23.0
Phytophagous,STE,2FA21,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,9.0,102.0,,11.33,0.02,48.0
Phytophagous,STE,2FA23,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,6.0,148.0,,24.67,0.0,2.5
Phytophagous,STE,3EB08,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,8.0,41.0,,5.12,0.0,17.5
Phytophagous,STE,3EB10,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,13.0,61.0,,4.69,0.0,18.0
Phytophagous,STE,3EB11,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,7.0,36.0,,5.14,0.0,12.0
Phytophagous,STE,3EB12,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,7.0,60.0,,8.57,0.0,5.0
Phytophagous,STE,3EB15,X0,10.53,49.85,2016,flight interception (FFB) and pitfall traps,11.0,110.0,,10.0,0.0,7.5
Phytophagous,STE,3EB17,X0,10.53,49.85,2016,flight interception (FFB) and pitfall traps,3.0,34.0,,11.33,0.0,10.5
Phytophagous,STE,3EB20,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,10.0,64.0,,6.4,0.0,5.0
Phytophagous,STE,3EB24,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,8.0,49.0,,6.12,0.0,3.5
Phytophagous,STE,3FA06,X0,10.58,49.91,2016,flight interception (FFB) and pitfall traps,6.0,74.0,,12.33,0.0,24.0
Phytophagous,STE,3FA08,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,9.0,145.0,,16.11,0.04,130.5
Phytophagous,STE,3FA11,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,9.0,334.0,,37.11,0.0,154.5
Phytophagous,STE,3FA12,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,10.0,625.0,,62.5,0.0,124.0
Phytophagous,STE,3FA19,X0,10.61,49.93,2016,flight interception (FFB) and pitfall traps,6.0,206.0,,34.33,0.0,25.0
Phytophagous,STE,3FA20,X0,10.62,49.93,2016,flight interception (FFB) and pitfall traps,9.0,168.0,,18.67,0.06,100.5
Phytophagous,STE,5EB01,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,13.0,84.0,,6.46,0.0,10.5
Phytophagous,STE,5EB02,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,9.0,90.0,,10.0,0.0,10.5
Phytophagous,STE,5EB04,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,7.0,63.0,,9.0,0.0,5.5
Phytophagous,STE,5EB05,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,9.0,47.0,,5.22,0.1,22.5
Phytophagous,STE,5EB06,X0,10.5,49.83,2016,flight interception (FFB) and pitfall traps,5.0,45.0,,9.0,0.0,8.0
Phytophagous,STE,5EB23,X0,10.46,49.88,2016,flight interception (FFB) and pitfall traps,6.0,39.0,,6.5,0.0,2.5
Phytophagous,STE,5EB24,X0,10.46,49.88,2016,flight interception (FFB) and pitfall traps,9.0,81.0,,9.0,0.22,5.0
Phytophagous,STE,5EB25,X0,10.46,49.88,2016,flight interception (FFB) and pitfall traps,8.0,33.0,,4.12,0.16,2.5
Phytophagous,STE,5FA01,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,16.0,173.0,,10.81,0.38,18.0
Phytophagous,STE,5FA02,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,6.0,104.0,,17.33,0.03,3.0
Phytophagous,STE,5FA03,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,10.0,173.0,,17.3,0.0,12.5
Phytophagous,STE,5FA04,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,8.0,113.0,,14.12,0.0,120.5
Phytophagous,STE,3FA15,X0,10.61,49.93,2016,flight interception (FFB) and pitfall traps,11.0,117.0,,10.64,0.0,31.0
Phytophagous,STE,3FA16,X0,10.62,49.93,2016,flight interception (FFB) and pitfall traps,15.0,116.0,,7.73,0.21,23.5
Phytophagous,STE,6NW04,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,8.0,104.0,,13.0,0.0,10.0
Phytophagous,STE,6NW06,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,9.0,47.0,,5.22,0.0,5.5
Phytophagous,STE,6NW07,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,9.0,63.0,,7.0,0.0,90.0
Phytophagous,STE,6NW08,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,13.0,48.0,,3.69,0.0,19.5
Phytophagous,STE,6NW09,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,11.0,75.0,,6.82,0.0,126.0
Phytophagous,STE,6NW10,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,10.0,53.0,,5.3,0.0,7.5
Phytophagous,STE,6NW12,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,11.0,55.0,,5.0,0.0,73.5
Phytophagous,STE,6NW13,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,7.0,40.0,,5.71,0.0,103.0
Phytophagous,STE,6NW15,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,8.0,34.0,,4.25,0.0,4.0
Phytophagous,STE,6NW16,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,10.0,63.0,,6.3,0.0,2.5
Phytophagous,STE,5FA05,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,6.0,166.0,,27.67,0.0,25.5
Phytophagous,STE,5FA06,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,9.0,137.0,,15.22,0.0,79.5
Phytophagous,STE,5FA07,X0,10.56,49.93,2016,flight interception (FFB) and pitfall traps,10.0,113.0,,11.3,0.0,113.0
Phytophagous,STE,5FA08,X0,10.56,49.93,2016,flight interception (FFB) and pitfall traps,8.0,213.0,,26.62,0.0,45.0
Phytophagous,STE,6NW02,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,8.0,25.0,,3.12,0.0,18.0
Phytophagous,STE,6NW03,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,9.0,32.0,,3.56,0.0,9.0
Phytophagous,ALB,AEW10,AEW10,9.39,48.38,2008,flight interception (FFB)  and funnel traps,12.0,46.0,,3.83,0.93,82.0
Phytophagous,ALB,AEW11,AEW11,9.32,48.49,2008,flight interception (FFB)  and funnel traps,6.0,12.0,,2.0,0.96,73.0
Phytophagous,ALB,AEW12,AEW12,9.25,48.37,2008,flight interception (FFB)  and funnel traps,15.0,81.0,,5.4,0.69,115.0
Phytophagous,ALB,AEW13,AEW13,9.4,48.38,2008,flight interception (FFB)  and funnel traps,12.0,29.0,,2.42,0.81,137.0
Phytophagous,ALB,AEW14,AEW14,9.34,48.38,2008,flight interception (FFB)  and funnel traps,10.0,29.0,,2.9,0.5,148.5
Phytophagous,ALB,AEW15,AEW15,9.41,48.39,2008,flight interception (FFB)  and funnel traps,5.0,13.0,,2.6,0.0,51.5
Phytophagous,STE,6NW17,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,6.0,76.0,,12.67,0.0,18.0
Phytophagous,STE,6NW18,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,9.0,60.0,,6.67,0.0,63.0
Phytophagous,STE,6NW19,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,10.0,69.0,,6.9,0.15,13.5
Phytophagous,STE,6NW20,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,12.0,128.0,,10.67,0.0,16.0
Phytophagous,STE,6NW21,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,7.0,59.0,,8.43,0.0,15.5
Phytophagous,STE,6NW22,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,8.0,82.0,,10.25,0.0,7.5
Phytophagous,STE,6NW23,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,6.0,32.0,,5.33,0.08,18.5
Phytophagous,STE,6NW24,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,4.0,49.0,,12.25,0.0,28.0
Phytophagous,STE,6NW25,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,7.0,69.0,,9.86,0.0,5.5
Phytophagous,ALB,AEW1,AEW1,9.33,48.48,2008,flight interception (FFB)  and funnel traps,8.0,31.0,,3.88,0.95,39.0
Phytophagous,ALB,AEW29,AEW29,9.36,48.38,2008,flight interception (FFB)  and funnel traps,9.0,40.0,,4.44,0.0,154.0
Phytophagous,ALB,AEW3,AEW3,9.36,48.41,2008,flight interception (FFB)  and funnel traps,10.0,30.0,,3.0,0.96,62.0
Phytophagous,ALB,AEW16,AEW16,9.44,48.39,2008,flight interception (FFB)  and funnel traps,7.0,36.0,,5.14,0.0,67.5
Phytophagous,ALB,AEW17,AEW17,9.24,48.4,2008,flight interception (FFB)  and funnel traps,8.0,36.0,,4.5,0.0,17.5
Phytophagous,ALB,AEW18,AEW18,9.23,48.36,2008,flight interception (FFB)  and funnel traps,9.0,26.0,,2.89,0.0,142.5
Phytophagous,ALB,AEW19,AEW19,9.31,48.48,2008,flight interception (FFB)  and funnel traps,8.0,21.0,,2.62,0.0,63.0
Phytophagous,ALB,AEW2,AEW2,9.35,48.38,2008,flight interception (FFB)  and funnel traps,10.0,60.0,,6.0,0.93,114.0
Phytophagous,ALB,AEW20,AEW20,9.32,48.37,2008,flight interception (FFB)  and funnel traps,5.0,17.0,,3.4,0.0,117.5
Phytophagous,ALB,AEW21,AEW21,9.32,48.48,2008,flight interception (FFB)  and funnel traps,14.0,23.0,,1.64,0.0,96.5
Phytophagous,ALB,AEW22,AEW22,9.45,48.38,2008,flight interception (FFB)  and funnel traps,14.0,53.0,,3.79,0.02,123.5
Phytophagous,ALB,AEW23,AEW23,9.49,48.39,2008,flight interception (FFB)  and funnel traps,6.0,22.0,,3.67,0.0,31.0
Phytophagous,ALB,AEW24,AEW24,9.29,48.48,2008,flight interception (FFB)  and funnel traps,7.0,16.0,,2.29,0.22,2.5
Phytophagous,ALB,AEW25,AEW25,9.42,48.48,2008,flight interception (FFB)  and funnel traps,8.0,12.0,,1.5,0.0,27.5
Phytophagous,ALB,AEW26,AEW26,9.44,48.42,2008,flight interception (FFB)  and funnel traps,6.0,13.0,,2.17,0.0,118.5
Phytophagous,ALB,AEW27,AEW27,9.47,48.4,2008,flight interception (FFB)  and funnel traps,9.0,19.0,,2.11,0.0,99.0
Phytophagous,ALB,AEW28,AEW28,9.31,48.49,2008,flight interception (FFB)  and funnel traps,9.0,21.0,,2.33,0.0,114.0
Phytophagous,ALB,AEW30,AEW30,9.37,48.37,2008,flight interception (FFB)  and funnel traps,11.0,54.0,,4.91,0.0,196.0
Phytophagous,ALB,AEW31,AEW31,9.26,48.38,2008,flight interception (FFB)  and funnel traps,12.0,32.0,,2.67,0.88,102.0
Phytophagous,ALB,AEW32,AEW32,9.37,48.41,2008,flight interception (FFB)  and funnel traps,7.0,24.0,,3.43,0.92,84.5
Phytophagous,ALB,AEW33,AEW33,9.49,48.39,2008,flight interception (FFB)  and funnel traps,11.0,62.0,,5.64,0.97,97.0
Phytophagous,ALB,AEW34,AEW34,9.5,48.39,2008,flight interception (FFB)  and funnel traps,15.0,87.0,,5.8,0.96,119.0
Phytophagous,ALB,AEW35,AEW35,9.42,48.45,2008,flight interception (FFB)  and funnel traps,13.0,28.0,,2.15,0.07,111.5
Phytophagous,ALB,AEW36,AEW36,9.22,48.38,2008,flight interception (FFB)  and funnel traps,5.0,15.0,,3.0,0.03,104.5
Phytophagous,ALB,AEW37,AEW37,9.44,48.39,2008,flight interception (FFB)  and funnel traps,2.0,16.0,,8.0,0.0,62.5
Phytophagous,ALB,AEW38,AEW38,9.45,48.38,2008,flight interception (FFB)  and funnel traps,7.0,26.0,,3.71,0.0,20.5
Phytophagous,ALB,AEW39,AEW39,9.24,48.38,2008,flight interception (FFB)  and funnel traps,9.0,31.0,,3.44,0.0,59.0
Phytophagous,ALB,AEW4,AEW4,9.24,48.4,2008,flight interception (FFB)  and funnel traps,9.0,15.0,,1.67,0.02,14.0
Phytophagous,ALB,AEW40,AEW40,9.35,48.5,2008,flight interception (FFB)  and funnel traps,8.0,17.0,,2.12,0.0,126.0
Phytophagous,ALB,AEW41,AEW41,9.4,48.36,2008,flight interception (FFB)  and funnel traps,6.0,70.0,,11.67,0.0,116.0
Phytophagous,ALB,AEW42,AEW42,9.45,48.4,2008,flight interception (FFB)  and funnel traps,10.0,55.0,,5.5,0.0,106.5
Phytophagous,ALB,AEW43,AEW43,9.38,48.38,2008,flight interception (FFB)  and funnel traps,4.0,22.0,,5.5,0.0,181.5
Phytophagous,ALB,AEW44,AEW44,9.22,48.39,2008,flight interception (FFB)  and funnel traps,15.0,42.0,,2.8,0.0,19.5
Phytophagous,ALB,AEW47,AEW47,9.41,48.42,2008,flight interception (FFB)  and funnel traps,15.0,69.0,,4.6,0.04,89.0
Phytophagous,ALB,AEW48,AEW48,9.47,48.39,2008,flight interception (FFB)  and funnel traps,9.0,36.0,,4.0,0.04,107.5
Phytophagous,ALB,AEW49,AEW49,9.48,48.45,2008,flight interception (FFB)  and funnel traps,10.0,28.0,,2.8,0.0,50.0
Phytophagous,ALB,AEW5,AEW5,9.41,48.42,2008,flight interception (FFB)  and funnel traps,8.0,22.0,,2.75,0.01,107.5
Phytophagous,ALB,AEW50,AEW50,9.25,48.39,2008,flight interception (FFB)  and funnel traps,5.0,12.0,,2.4,0.04,3.0
Phytophagous,ALB,AEW6,AEW6,9.45,48.39,2008,flight interception (FFB)  and funnel traps,8.0,37.0,,4.62,0.0,114.5
Phytophagous,ALB,AEW7,AEW7,9.26,48.4,2008,flight interception (FFB)  and funnel traps,9.0,22.0,,2.44,0.11,0.5
Phytophagous,ALB,AEW8,AEW8,9.38,48.38,2008,flight interception (FFB)  and funnel traps,10.0,52.0,,5.2,0.0,50.0
Phytophagous,ALB,AEW9,AEW9,9.42,48.37,2008,flight interception (FFB)  and funnel traps,7.0,40.0,,5.71,0.03,106.5
Phytophagous,HAI,HEW1,HEW1,10.32,51.19,2008,flight interception (FFB)  and funnel traps,13.0,49.0,,3.77,0.89,160.5
Phytophagous,HAI,HEW10,HEW10,10.46,51.09,2008,flight interception (FFB)  and funnel traps,8.0,28.0,,3.5,0.0,20.5
Phytophagous,HAI,HEW11,HEW11,10.4,51.1,2008,flight interception (FFB)  and funnel traps,13.0,25.0,,1.92,0.0,19.0
Phytophagous,HAI,HEW12,HEW12,10.46,51.1,2008,flight interception (FFB)  and funnel traps,5.0,15.0,,3.0,0.0,9.0
Phytophagous,HAI,HEW13,HEW13,10.31,51.24,2008,flight interception (FFB)  and funnel traps,10.0,12.0,,1.2,0.93,112.0
Phytophagous,ALB,AEW45,AEW45,9.5,48.39,2008,flight interception (FFB)  and funnel traps,9.0,32.0,,3.56,0.0,69.0
Phytophagous,ALB,AEW46,AEW46,9.36,48.39,2008,flight interception (FFB)  and funnel traps,9.0,40.0,,4.44,0.0,143.0
Phytophagous,HAI,HEW2,HEW2,10.37,51.21,2008,flight interception (FFB)  and funnel traps,10.0,27.0,,2.7,0.6,55.0
Phytophagous,HAI,HEW20,HEW20,10.36,51.33,2008,flight interception (FFB)  and funnel traps,9.0,13.0,,1.44,0.02,71.5
Phytophagous,HAI,HEW21,HEW21,10.32,51.19,2008,flight interception (FFB)  and funnel traps,9.0,29.0,,3.22,0.0,130.5
Phytophagous,HAI,HEW22,HEW22,10.36,51.34,2008,flight interception (FFB)  and funnel traps,13.0,39.0,,3.0,0.0,84.0
Phytophagous,HAI,HEW23,HEW23,10.21,51.28,2008,flight interception (FFB)  and funnel traps,18.0,43.0,,2.39,0.0,119.0
Phytophagous,HAI,HEW24,HEW24,10.49,51.05,2008,flight interception (FFB)  and funnel traps,10.0,17.0,,1.7,0.0,48.0
Phytophagous,HAI,HEW25,HEW25,10.22,51.28,2008,flight interception (FFB)  and funnel traps,16.0,53.0,,3.31,0.0,39.0
Phytophagous,HAI,HEW26,HEW26,10.51,51.34,2008,flight interception (FFB)  and funnel traps,12.0,27.0,,2.25,0.0,48.0
Phytophagous,HAI,HEW27,HEW27,10.52,51.36,2008,flight interception (FFB)  and funnel traps,9.0,12.0,,1.33,0.0,25.5
Phytophagous,HAI,HEW28,HEW28,10.53,51.36,2008,flight interception (FFB)  and funnel traps,8.0,15.0,,1.88,0.0,33.0
Phytophagous,HAI,HEW14,HEW14,10.26,51.37,2008,flight interception (FFB)  and funnel traps,9.0,17.0,,1.89,0.0,53.5
Phytophagous,HAI,HEW15,HEW15,10.39,51.2,2008,flight interception (FFB)  and funnel traps,12.0,41.0,,3.42,0.0,32.0
Phytophagous,HAI,HEW16,HEW16,10.37,51.18,2008,flight interception (FFB)  and funnel traps,11.0,30.0,,2.73,0.0,80.0
Phytophagous,HAI,HEW17,HEW17,10.23,51.28,2008,flight interception (FFB)  and funnel traps,10.0,27.0,,2.7,0.0,2.5
Phytophagous,HAI,HEW18,HEW18,10.37,51.34,2008,flight interception (FFB)  and funnel traps,14.0,36.0,,2.57,0.0,4.5
Phytophagous,HAI,HEW19,HEW19,10.34,51.2,2008,flight interception (FFB)  and funnel traps,15.0,31.0,,2.07,0.0,174.5
Phytophagous,HAI,HEW39,HEW39,10.47,51.09,2008,flight interception (FFB)  and funnel traps,9.0,19.0,,2.11,0.0,13.0
Phytophagous,HAI,HEW4,HEW4,10.53,51.37,2008,flight interception (FFB)  and funnel traps,11.0,31.0,,2.82,0.0,22.0
Phytophagous,HAI,HEW40,HEW40,10.5,51.08,2008,flight interception (FFB)  and funnel traps,13.0,27.0,,2.08,0.0,25.5
Phytophagous,HAI,HEW41,HEW41,10.46,51.11,2008,flight interception (FFB)  and funnel traps,7.0,15.0,,2.14,0.0,13.5
Phytophagous,HAI,HEW42,HEW42,10.46,51.1,2008,flight interception (FFB)  and funnel traps,12.0,41.0,,3.42,0.0,7.5
Phytophagous,HAI,HEW43,HEW43,10.36,51.33,2008,flight interception (FFB)  and funnel traps,14.0,23.0,,1.64,0.0,63.5
Phytophagous,HAI,HEW29,HEW29,10.38,51.13,2008,flight interception (FFB)  and funnel traps,12.0,33.0,,2.75,0.0,77.5
Phytophagous,HAI,HEW3,HEW3,10.31,51.27,2008,flight interception (FFB)  and funnel traps,7.0,16.0,,2.29,0.76,106.5
Phytophagous,HAI,HEW30,HEW30,10.38,51.13,2008,flight interception (FFB)  and funnel traps,12.0,29.0,,2.42,0.0,46.0
Phytophagous,HAI,HEW31,HEW31,10.38,51.14,2008,flight interception (FFB)  and funnel traps,13.0,24.0,,1.85,0.0,35.5
Phytophagous,HAI,HEW32,HEW32,10.36,51.14,2008,flight interception (FFB)  and funnel traps,11.0,19.0,,1.73,0.0,9.5
Phytophagous,HAI,HEW33,HEW33,10.51,51.34,2008,flight interception (FFB)  and funnel traps,8.0,15.0,,1.88,0.0,19.5
Phytophagous,HAI,HEW35,HEW35,10.41,51.1,2008,flight interception (FFB)  and funnel traps,8.0,15.0,,1.88,0.0,19.5
Phytophagous,HAI,HEW36,HEW36,10.41,51.11,2008,flight interception (FFB)  and funnel traps,12.0,71.0,,5.92,0.0,46.5
Phytophagous,HAI,HEW37,HEW37,10.46,51.08,2008,flight interception (FFB)  and funnel traps,6.0,15.0,,2.5,0.0,28.5
Phytophagous,HAI,HEW38,HEW38,10.46,51.08,2008,flight interception (FFB)  and funnel traps,8.0,12.0,,1.5,0.0,10.5
Phytophagous,SCH,SEW11,SEW11,13.63,53.09,2008,flight interception (FFB)  and funnel traps,11.0,57.0,,5.18,0.96,15.5
Phytophagous,SCH,SEW12,SEW12,13.7,53.09,2008,flight interception (FFB)  and funnel traps,8.0,32.0,,4.0,0.97,10.5
Phytophagous,HAI,HEW44,HEW44,10.37,51.33,2008,flight interception (FFB)  and funnel traps,14.0,15.0,,1.07,0.0,78.5
Phytophagous,HAI,HEW45,HEW45,10.26,51.36,2008,flight interception (FFB)  and funnel traps,12.0,19.0,,1.58,0.0,5.0
Phytophagous,HAI,HEW46,HEW46,10.48,51.05,2008,flight interception (FFB)  and funnel traps,15.0,48.0,,3.2,0.0,33.5
Phytophagous,HAI,HEW47,HEW47,10.38,51.18,2008,flight interception (FFB)  and funnel traps,16.0,67.0,,4.19,0.0,97.5
Phytophagous,HAI,HEW48,HEW48,10.39,51.14,2008,flight interception (FFB)  and funnel traps,13.0,32.0,,2.46,0.0,47.5
Phytophagous,HAI,HEW49,HEW49,10.38,51.14,2008,flight interception (FFB)  and funnel traps,13.0,28.0,,2.15,0.0,48.0
Phytophagous,HAI,HEW5,HEW5,10.24,51.26,2008,flight interception (FFB)  and funnel traps,11.0,27.0,,2.45,0.0,70.0
Phytophagous,HAI,HEW50,HEW50,10.46,51.09,2008,flight interception (FFB)  and funnel traps,5.0,13.0,,2.6,0.0,26.0
Phytophagous,HAI,HEW6,HEW6,10.24,51.27,2008,flight interception (FFB)  and funnel traps,15.0,89.0,,5.93,0.0,63.0
Phytophagous,HAI,HEW7,HEW7,10.39,51.13,2008,flight interception (FFB)  and funnel traps,18.0,40.0,,2.22,0.0,68.5
Phytophagous,HAI,HEW8,HEW8,10.52,51.36,2008,flight interception (FFB)  and funnel traps,5.0,10.0,,2.0,0.0,17.0
Phytophagous,HAI,HEW9,HEW9,10.38,51.13,2008,flight interception (FFB)  and funnel traps,15.0,43.0,,2.87,0.0,116.0
Phytophagous,SCH,SEW1,SEW1,13.85,52.9,2008,flight interception (FFB)  and funnel traps,14.0,49.0,,3.5,0.93,50.5
Phytophagous,SCH,SEW10,SEW10,13.64,53.09,2008,flight interception (FFB)  and funnel traps,12.0,46.0,,3.83,0.96,9.5
Phytophagous,SCH,SEW13,SEW13,13.86,53.02,2008,flight interception (FFB)  and funnel traps,20.0,98.0,,4.9,0.95,42.0
Phytophagous,SCH,SEW14,SEW14,13.75,52.92,2008,flight interception (FFB)  and funnel traps,13.0,92.0,,7.08,0.98,32.5
Phytophagous,SCH,SEW15,SEW15,13.74,52.91,2008,flight interception (FFB)  and funnel traps,15.0,96.0,,6.4,0.96,7.0
Phytophagous,SCH,SEW16,SEW16,13.86,53.08,2008,flight interception (FFB)  and funnel traps,18.0,80.0,,4.44,0.97,73.5
Phytophagous,SCH,SEW17,SEW17,13.83,52.94,2008,flight interception (FFB)  and funnel traps,12.0,61.0,,5.08,0.7,62.0
Phytophagous,SCH,SEW18,SEW18,13.92,52.86,2008,flight interception (FFB)  and funnel traps,15.0,71.0,,4.73,0.66,41.5
Phytophagous,SCH,SEW19,SEW19,13.64,53.09,2008,flight interception (FFB)  and funnel traps,14.0,60.0,,4.29,0.7,30.0
Phytophagous,SCH,SEW2,SEW2,13.78,52.95,2008,flight interception (FFB)  and funnel traps,19.0,84.0,,4.42,0.81,9.5
Phytophagous,SCH,SEW20,SEW20,13.64,53.09,2008,flight interception (FFB)  and funnel traps,24.0,228.0,,9.5,0.9,69.5
