Habitat_type,Sampling_regime,PlotIDYear,Exploratory,PlotID,CollectionYear,biomass,abundance_unidentified_identified,abundance_identified,species,abundance_carnivore,species_carnivore,biomass_carnivore,abundance_herbivore,species_herbivore,biomass_herbivore,abundance_omnivore,species_omnivore,biomass_omnivore,landuse_intensity,temprature
grassland,annual,HEG02_2016,HAI,HEG2,2016,924.7758265,111,12,12,7,7,282.749216,5,5,642.0266105,0,0,0,2.36,4.239800496
grassland,annual,HEG02_2017,HAI,HEG2,2017,1136.578719,409,24,12,9,4,242.9147825,14,7,867.1148194,1,1,26.54911727,2.36,0.861971917
grassland,annual,HEG03_2008,HAI,HEG3,2008,6065.700361,641,263,22,2,2,16.29254401,256,18,6031.526577,4,1,17.27473876,2.56,3.146129339
grassland,annual,HEG03_2009,HAI,HEG3,2009,2290.799516,657,86,23,11,2,374.6559381,73,19,1878.477943,2,2,37.66563446,2.56,0.305934083
grassland,annual,HEG03_2010,HAI,HEG3,2010,1116.616825,88,30,10,1,1,11.52648838,25,8,1087.815597,4,1,17.27473876,2.56,0.510875083
grassland,annual,HEG03_2011,HAI,HEG3,2011,3134.283718,609,110,23,13,7,298.4134228,85,15,2784.046079,12,1,51.82421629,2.56,0.347979
grassland,annual,HEG03_2012,HAI,HEG3,2012,2510.861629,244,31,16,5,3,106.7071654,25,12,2402.929633,1,1,1.224830559,2.56,1.422079669
grassland,annual,HEG03_2013,HAI,HEG3,2013,3647.158344,379,31,16,3,3,6.181272532,28,13,3640.977072,0,0,0,2.56,1.384253583
grassland,annual,HEG03_2014,HAI,HEG3,2014,491.8349813,135,16,5,9,2,237.223792,7,3,254.6111893,0,0,0,2.56,3.628770833
grassland,annual,HEG03_2015,HAI,HEG3,2015,1023.279047,219,13,9,3,2,23.21495883,7,6,987.1080346,3,1,12.95605407,2.56,2.703024417
grassland,annual,HEG03_2016,HAI,HEG3,2016,2939.71659,103,15,9,4,4,258.2435965,11,5,2681.472994,0,0,0,2.56,4.46085405
grassland,annual,HEG03_2017,HAI,HEG3,2017,2149.238887,185,23,14,6,5,60.81694304,17,9,2088.421944,0,0,0,2.56,1.076430667
grassland,annual,HEG04_2008,HAI,HEG4,2008,2523.817701,456,130,27,19,6,499.1468232,110,20,2020.352193,1,1,4.318684691,2.29,2.947741322
grassland,annual,HEG04_2009,HAI,HEG4,2009,1727.531176,434,19,12,5,1,185.5562082,13,10,1471.115872,1,1,70.85909565,2.29,0.365288333
grassland,annual,HEG04_2010,HAI,HEG4,2010,1076.444314,497,54,25,22,5,498.7911153,30,18,572.2018328,1,1,4.318684691,2.29,-0.042128833
grassland,annual,HEG04_2011,HAI,HEG4,2011,5674.022421,684,126,21,13,3,677.6196572,109,16,4988.686035,1,1,4.318684691,2.29,-0.025489667
grassland,annual,HEG04_2012,HAI,HEG4,2012,297.3543205,395,21,10,7,4,53.57920775,14,6,243.7751128,0,0,0,2.29,1.237087025
grassland,annual,HEG04_2013,HAI,HEG4,2013,423.8119338,274,28,10,2,2,39.27638222,26,8,384.5355516,0,0,0,2.29,0.868712167
grassland,annual,HEG04_2014,HAI,HEG4,2014,1233.070548,356,33,15,15,6,396.7223161,18,9,836.3482314,0,0,0,2.29,3.1165555
grassland,annual,HEG04_2015,HAI,HEG4,2015,4192.56891,1883,85,19,29,5,2114.705306,54,12,2071.669932,2,2,6.193672412,2.29,2.357527833
grassland,annual,HEG04_2016,HAI,HEG4,2016,1032.72878,108,6,5,3,3,7.221374722,2,1,1021.18872,1,1,4.318684691,2.29,4.054696777
grassland,annual,HEG04_2017,HAI,HEG4,2017,3309.043076,688,82,26,27,6,785.7406959,50,17,2445.810467,5,3,77.49191347,2.29,0.892919917
grassland,annual,HEG05_2008,HAI,HEG5,2008,2915.331111,6622,138,29,19,9,536.0763986,116,17,2354.594792,1,1,22.92073815,2.5,2.045186198
grassland,annual,HEG05_2009,HAI,HEG5,2009,963.7321992,319,25,11,8,2,273.2894221,16,8,677.344536,1,1,13.0982411,2.5,0.03728825
grassland,annual,HEG05_2010,HAI,HEG5,2010,573.626954,203,15,9,1,1,2.552807322,14,8,571.0741467,0,0,0,2.5,-0.855131917
grassland,annual,HEG05_2011,HAI,HEG5,2011,730.500553,361,20,13,5,4,95.13813532,15,9,635.3624177,0,0,0,2.5,-0.979444583
grassland,annual,HEG05_2012,HAI,HEG5,2012,111.5655578,142,5,5,2,2,4.912474524,3,3,106.6530832,0,0,0,2.5,0.488636446
grassland,annual,HEG05_2013,HAI,HEG5,2013,388.4420851,389,43,12,8,5,158.2986927,34,6,229.5368915,0,0,0,2.5,-0.124780917
grassland,annual,HEG05_2014,HAI,HEG5,2014,121.1788926,79,7,7,5,5,39.41632532,2,2,81.76256728,0,0,0,2.5,2.144777583
grassland,annual,HEG05_2016,HAI,HEG5,2016,595.3468651,38,2,2,0,0,0,2,2,595.3468651,0,0,0,2.5,3.114769256
grassland,annual,HEG05_2017,HAI,HEG5,2017,711.2858594,438,43,13,3,3,68.30378379,37,9,641.162573,0,0,0,2.5,0.016045333
grassland,annual,HEG06_2008,HAI,HEG6,2008,4712.362894,2021,217,33,12,5,442.347377,194,24,4214.702462,5,2,50.62168853,2.06,2.681694545
grassland,annual,HEG06_2009,HAI,HEG6,2009,155.9082369,213,16,11,3,2,87.73321392,12,8,45.25428481,1,1,22.92073815,2.06,0.2154205
grassland,annual,HEG06_2010,HAI,HEG6,2010,1384.725426,320,60,35,16,12,520.5343122,39,19,835.3754069,1,1,22.92073815,2.06,-0.293420417
grassland,annual,HEG06_2011,HAI,HEG6,2011,5594.835519,456,63,24,6,5,73.19316564,53,15,5494.581264,2,2,24.05341956,2.06,-0.201381667
grassland,annual,HEG06_2012,HAI,HEG6,2012,1565.25975,513,24,16,4,4,58.62994146,20,12,1506.629808,0,0,0,2.06,1.154779752
grassland,annual,HEG06_2013,HAI,HEG6,2013,435.637644,1186,43,15,16,9,346.0578603,9,4,69.53593203,1,1,9.73333701,2.06,0.624621
grassland,annual,HEG06_2014,HAI,HEG6,2014,339.8830726,527,9,6,3,2,76.96240035,6,4,262.9206723,0,0,0,2.06,2.770315833
grassland,annual,HEG06_2015,HAI,HEG6,2015,91.27062166,44,4,3,2,1,9.704228174,2,2,81.56639348,0,0,0,2.06,2.164691167
grassland,annual,HEG06_2017,HAI,HEG6,2017,696.3449569,72,20,10,2,2,96.56795714,16,7,553.9355234,2,1,45.84147629,2.06,0.681280667
grassland,annual,HEG07_2008,HAI,HEG7,2008,15989.79046,698,365,33,13,8,228.1139431,350,24,15702.01977,2,1,59.65674973,1.77,2.550509669
grassland,annual,HEG07_2009,HAI,HEG7,2009,934.6647821,729,31,17,4,4,74.06563511,26,12,859.9926462,0,0,0,1.77,-0.032861083
grassland,annual,HEG07_2010,HAI,HEG7,2010,456.1544858,185,57,17,6,6,196.3261858,48,9,250.5844297,2,1,8.637369382,1.77,-0.411524417
grassland,annual,HEG07_2011,HAI,HEG7,2011,534.4966317,361,180,14,5,5,14.68747872,175,9,519.809153,0,0,0,1.77,-0.293760083
grassland,annual,HEG07_2012,HAI,HEG7,2012,512.511511,428,41,16,6,5,132.0806959,26,9,374.9092716,0,0,0,1.77,1.080885289
grassland,annual,HEG07_2013,HAI,HEG7,2013,260.5437735,225,23,11,2,2,85.27474008,21,9,175.2690334,0,0,0,1.77,0.632722
grassland,annual,HEG07_2014,HAI,HEG7,2014,4823.903303,803,99,26,22,9,793.971094,74,16,4028.112706,0,0,0,1.77,2.645152667
grassland,annual,HEG07_2015,HAI,HEG7,2015,219.8148405,181,3,3,0,0,0,3,3,219.8148405,0,0,0,1.77,2.136632417
grassland,annual,HEG07_2016,HAI,HEG7,2016,397.4741536,383,20,12,5,4,38.16212339,15,8,359.3120302,0,0,0,1.77,3.570819339
grassland,annual,HEG07_2017,HAI,HEG7,2017,477.8852728,66,16,4,2,2,70.07052467,14,2,407.8147481,0,0,0,1.77,0.560173417
grassland,annual,HEG08_2008,HAI,HEG8,2008,16088.28479,1591,805,36,36,12,383.8961435,768,23,15700.06996,1,1,4.318684691,1.48,2.541742231
grassland,annual,HEG08_2009,HAI,HEG8,2009,19174.38134,1588,439,35,12,8,243.3796485,410,22,18835.29445,15,4,94.49423803,1.48,0.055812417
grassland,annual,HEG08_2010,HAI,HEG8,2010,883.9766516,2987,102,22,7,3,27.92077975,90,16,779.9881325,5,3,76.06773932,1.48,-0.35985475
grassland,annual,HEG08_2011,HAI,HEG8,2011,2474.318843,636,81,31,2,2,41.57568898,63,25,2390.955662,5,1,21.59342346,1.48,-0.267350667
grassland,annual,HEG08_2012,HAI,HEG8,2012,5722.87619,1254,109,23,12,5,184.4485701,93,16,5414.314855,4,2,124.1127644,1.48,1.133095372
grassland,annual,HEG08_2013,HAI,HEG8,2013,2331.703202,5692,118,27,32,9,1720.058236,44,17,586.1719297,0,0,0,1.48,0.658287917
grassland,annual,HEG08_2014,HAI,HEG8,2014,32024.86966,2257,527,46,26,15,1030.686389,486,27,30976.5691,3,2,8.942369382,1.48,2.66095475
grassland,annual,HEG08_2015,HAI,HEG8,2015,40.26968706,529,4,3,1,1,4.852114087,3,2,35.41757298,0,0,0,1.48,2.120368083
grassland,annual,HEG08_2017,HAI,HEG8,2017,11830.13394,1661,256,26,8,5,203.9448604,243,16,11379.373,4,4,246.2095823,1.48,0.410582917
grassland,annual,HEG09_2008,HAI,HEG9,2008,14982.94908,1227,365,63,12,7,328.2355688,348,53,14510.99231,5,3,143.7212061,0.79,2.68846438
grassland,annual,HEG09_2009,HAI,HEG9,2009,2346.710858,228,49,19,8,5,196.4279005,39,12,2148.939986,1,1,0.736470394,0.79,0.202527917
grassland,annual,HEG09_2010,HAI,HEG9,2010,2642.360463,1137,83,40,15,12,915.1291336,60,22,1573.498827,6,4,150.5360383,0.79,-0.331947833
grassland,annual,HEG09_2011,HAI,HEG9,2011,3916.509168,803,66,24,3,3,135.8761046,62,20,3750.804688,1,1,29.82837487,0.79,-0.280534583
grassland,annual,HEG09_2012,HAI,HEG9,2012,1979.428061,725,39,21,12,8,443.2550246,23,9,1421.158816,4,4,115.0142206,0.79,1.183970248
grassland,annual,HEG09_2013,HAI,HEG9,2013,6118.591041,1070,114,33,20,13,375.8479883,92,18,5692.195613,1,1,49.94093905,0.79,0.618610833
grassland,annual,HEG09_2014,HAI,HEG9,2014,5843.454862,571,76,23,7,7,543.4833967,67,15,5298.758464,0,0,0,0.79,2.801562833
grassland,annual,HEG09_2015,HAI,HEG9,2015,35.50386897,66,3,3,1,1,5.424472686,2,2,30.07939629,0,0,0,0.79,2.194059
grassland,annual,HEG09_2016,HAI,HEG9,2016,3.364361559,334,1,1,1,1,3.364361559,0,0,0,0,0,0,0.79,3.783963636
grassland,annual,HEG09_2017,HAI,HEG9,2017,3864.275517,348,31,22,6,6,53.60383197,24,15,3810.065184,0,0,0,0.79,0.674045167
grassland,annual,HEG10_2008,HAI,HEG10,2008,8170.651573,868,304,31,8,6,72.88021829,296,25,8097.771355,0,0,0,1.71,2.743587769
grassland,annual,HEG10_2009,HAI,HEG10,2009,858.5348541,1154,44,15,12,4,375.4925334,31,10,460.1215826,1,1,22.92073815,1.71,-1.334853917
grassland,annual,HEG10_2010,HAI,HEG10,2010,1589.218292,4545,65,23,9,7,793.9163058,52,14,730.5396216,4,2,64.76236438,1.71,-0.16312525
grassland,annual,HEG10_2011,HAI,HEG10,2011,2648.278031,1175,148,27,12,6,459.9964041,128,16,1743.573085,4,4,442.2825385,1.71,-0.160214917
grassland,annual,HEG10_2012,HAI,HEG10,2012,2363.082461,788,68,20,7,6,92.26997094,60,13,2269.679809,0,0,0,1.71,1.318904793
grassland,annual,HEG10_2013,HAI,HEG10,2013,1769.82809,889,62,30,21,10,1138.583858,38,17,595.8459191,2,2,34.79181278,1.71,0.697701333
grassland,annual,HEG10_2014,HAI,HEG10,2014,397.9939447,208,14,13,1,1,2.552807322,13,12,395.4411373,0,0,0,1.71,2.927160083
grassland,annual,HEG10_2015,HAI,HEG10,2015,1357.35093,132,20,14,9,5,127.7668297,8,6,1211.789476,2,2,17.44803494,1.71,2.282065583
grassland,annual,HEG10_2016,HAI,HEG10,2016,3170.206645,1875,67,30,33,8,1950.204268,26,17,1199.967922,5,4,18.21495215,1.71,3.912389669
grassland,annual,HEG10_2017,HAI,HEG10,2017,3055.061747,2316,214,29,5,5,68.78075602,203,19,2658.380874,6,5,327.9001169,1.71,0.90058325
grassland,annual,HEG11_2008,HAI,HEG11,2008,2406.570963,735,116,28,16,6,205.6115178,100,22,2200.959446,0,0,0,1.57,2.570974298
grassland,annual,HEG11_2009,HAI,HEG11,2009,169.1370325,163,13,10,4,4,60.84906004,9,6,108.2879724,0,0,0,1.57,0.030270917
grassland,annual,HEG11_2010,HAI,HEG11,2010,422.3749982,450,36,12,10,7,47.88194287,26,5,374.4930553,0,0,0,1.57,-0.447315667
grassland,annual,HEG11_2011,HAI,HEG11,2011,1054.109343,633,214,19,7,7,33.76301896,207,12,1020.346324,0,0,0,1.57,-0.494200917
grassland,annual,HEG11_2012,HAI,HEG11,2012,190.2497105,269,17,10,8,4,23.62847808,9,6,166.6212324,0,0,0,1.57,1.147769174
grassland,annual,HEG11_2013,HAI,HEG11,2013,242.6041916,275,24,15,10,7,81.33392398,14,8,161.2702677,0,0,0,1.57,0.548791917
grassland,annual,HEG11_2014,HAI,HEG11,2014,166.0216161,160,8,5,5,3,135.8230111,2,1,29.59210419,0,0,0,1.57,2.714993167
grassland,annual,HEG11_2015,HAI,HEG11,2015,828.6135534,192,8,8,2,2,172.4842447,6,6,656.1293087,0,0,0,1.57,1.981923917
grassland,annual,HEG11_2016,HAI,HEG11,2016,495.7096873,319,16,10,9,6,421.3870839,6,3,73.09777288,0,0,0,1.57,3.608897769
grassland,annual,HEG11_2017,HAI,HEG11,2017,1669.689069,866,106,22,6,4,81.72854244,99,17,1561.411409,1,1,26.54911727,1.57,0.641309333
grassland,annual,HEG12_2008,HAI,HEG12,2008,10649.17571,1308,375,50,16,9,239.2258453,351,37,10300.04931,8,4,109.900554,2.96,3.262056033
grassland,annual,HEG12_2010,HAI,HEG12,2010,250.6147855,242,17,7,5,4,70.4767682,12,3,180.1380173,0,0,0,2.96,0.230600583
grassland,annual,HEG12_2011,HAI,HEG12,2011,1287.344016,317,36,12,2,2,18.36284474,33,9,1264.662486,1,1,4.318684691,2.96,0.239041417
grassland,annual,HEG12_2012,HAI,HEG12,2012,668.5244685,141,16,8,3,2,7.909285313,13,6,660.6151832,0,0,0,2.96,1.561033223
grassland,annual,HEG12_2013,HAI,HEG12,2013,1224.089053,360,40,15,4,2,42.34639396,35,12,1181.006188,1,1,0.736470394,2.96,1.102194417
grassland,annual,HEG12_2014,HAI,HEG12,2014,1380.472869,263,32,14,14,5,252.1926122,18,9,1128.280257,0,0,0,2.96,3.42712875
grassland,annual,HEG12_2015,HAI,HEG12,2015,221.2443952,139,15,8,2,2,51.25529022,13,6,169.989105,0,0,0,2.96,2.60295875
grassland,annual,HEG12_2016,HAI,HEG12,2016,637.8096258,344,9,7,3,3,14.65739062,5,3,610.0539941,1,1,13.0982411,2.96,4.478247438
grassland,annual,HEG12_2017,HAI,HEG12,2017,307.0747203,173,13,10,2,2,46.85768042,10,7,255.8983552,1,1,4.318684691,2.96,1.283607417
grassland,annual,HEG13_2009,HAI,HEG13,2009,1327.263326,262,55,20,8,3,239.3635436,43,14,1033.740654,4,3,54.15912911,1.75,0.407097417
grassland,annual,HEG13_2010,HAI,HEG13,2010,1308.192886,200,81,15,2,1,85.61205979,62,12,1152.87537,16,1,69.09895506,1.75,-0.149586667
grassland,annual,HEG13_2011,HAI,HEG13,2011,2409.943424,152,64,15,1,1,2.781813352,63,14,2407.161611,0,0,0,1.75,-0.0225585
grassland,annual,HEG13_2012,HAI,HEG13,2012,239.0182601,145,10,7,3,3,130.7153705,7,4,108.3028896,0,0,0,1.75,1.423781074
grassland,annual,HEG13_2013,HAI,HEG13,2013,320.5814857,305,36,13,13,6,117.5740336,22,6,201.1324644,0,0,0,1.75,0.7965795
grassland,annual,HEG13_2014,HAI,HEG13,2014,8.615385811,59,2,2,0,0,0,1,1,3.190913125,1,1,5.424472686,1.75,2.946961417
grassland,annual,HEG13_2016,HAI,HEG13,2016,135.0026028,153,7,5,2,1,66.69389954,5,4,68.30870322,0,0,0,1.75,3.952678843
grassland,annual,HEG13_2017,HAI,HEG13,2017,461.2155132,428,38,17,12,9,127.2339376,22,7,331.5555721,0,0,0,1.75,0.980750667
grassland,annual,HEG14_2008,HAI,HEG14,2008,2339.517567,501,187,31,30,9,108.443797,153,21,1991.730985,4,1,239.3427853,2.39,2.515620083
grassland,annual,HEG14_2009,HAI,HEG14,2009,429.3874988,213,23,13,2,2,7.118263832,20,10,421.964235,1,1,0.305,2.39,0.071548667
grassland,annual,HEG14_2010,HAI,HEG14,2010,997.8587479,418,38,31,11,11,536.6177733,19,13,305.6661667,3,3,31.60427235,2.39,-0.451659833
grassland,annual,HEG14_2011,HAI,HEG14,2011,2306.577573,924,46,28,7,7,360.6452798,31,16,1865.181535,4,3,75.78778034,2.39,-0.523604417
grassland,annual,HEG14_2012,HAI,HEG14,2012,381.8748983,1246,16,10,5,4,92.63400687,10,5,288.9358914,1,1,0.305,2.39,0.976532645
grassland,annual,HEG14_2013,HAI,HEG14,2013,2678.035453,419,159,18,7,3,65.84289024,151,14,2607.873878,1,1,4.318684691,2.39,0.479746833
grassland,annual,HEG14_2014,HAI,HEG14,2014,259.9499763,225,21,15,9,6,119.893253,11,8,135.7380386,1,1,4.318684691,2.39,2.576934167
grassland,annual,HEG14_2016,HAI,HEG14,2016,19101.24584,2181,83,34,22,12,533.3559098,55,17,18385.3054,5,4,181.978033,2.39,3.625275207
grassland,annual,HEG14_2017,HAI,HEG14,2017,160.229092,25,13,6,0,0,0,11,5,159.0160902,0,0,0,2.39,0.59561125
grassland,annual,HEG15_2008,HAI,HEG15,2008,1849.220513,489,156,29,4,2,136.8933792,146,24,1703.397404,1,1,4.318684691,2.13,2.219335455
grassland,annual,HEG15_2009,HAI,HEG15,2009,4217.143002,261,58,16,3,2,156.7826343,53,12,4058.881096,1,1,1.132681411,2.13,-0.58611775
grassland,annual,HEG15_2010,HAI,HEG15,2010,759.4633108,384,59,19,5,4,119.0662378,51,12,638.3176314,2,2,1.472940788,2.13,-0.61654475
grassland,annual,HEG15_2011,HAI,HEG15,2011,111.040348,174,8,5,3,3,54.16549411,5,2,56.87485387,0,0,0,2.13,-0.8086875
grassland,annual,HEG15_2012,HAI,HEG15,2012,174.2782868,265,23,12,14,4,75.59448359,6,5,93.58025935,1,1,3.364361559,2.13,0.612634298
grassland,annual,HEG15_2013,HAI,HEG15,2013,54.22691913,159,9,7,5,3,9.181772191,3,3,44.43864608,0,0,0,2.13,0.113194167
grassland,annual,HEG15_2014,HAI,HEG15,2014,975.3003469,231,17,10,8,3,149.3551316,8,6,824.8125339,0,0,0,2.13,2.504670333
grassland,annual,HEG15_2015,HAI,HEG15,2015,1206.649956,29,6,6,0,0,0,6,6,1206.649956,0,0,0,2.13,1.564399333
grassland,annual,HEG15_2016,HAI,HEG15,2016,662.1419492,320,18,9,6,5,434.4379644,3,2,134.8032954,7,1,91.68768769,2.13,3.49500686
grassland,annual,HEG15_2017,HAI,HEG15,2017,141.66673,138,10,6,0,0,0,6,5,124.3919912,4,1,17.27473876,2.13,0.376597167
grassland,annual,HEG16_2008,HAI,HEG16,2008,41603.7437,2083,908,69,31,12,1053.12183,856,50,40013.68576,8,5,524.8421534,1.06,2.564999752
grassland,annual,HEG16_2009,HAI,HEG16,2009,2209.971394,928,75,30,17,8,802.3977296,52,21,1405.743664,6,1,1.83,1.06,0.001156167
grassland,annual,HEG16_2010,HAI,HEG16,2010,1886.420508,250,30,20,2,2,348.1031552,25,16,1437.533054,3,2,100.7842992,1.06,-0.231767917
grassland,annual,HEG16_2011,HAI,HEG16,2011,4286.284564,647,119,30,9,4,230.4064782,103,24,3966.024771,0,0,0,1.06,-0.4459865
grassland,annual,HEG16_2012,HAI,HEG16,2012,2399.233206,1455,121,32,4,4,55.41286911,97,25,2276.520372,19,2,46.6175495,1.06,0.824686529
grassland,annual,HEG16_2013,HAI,HEG16,2013,2831.17695,656,77,29,19,6,820.1495752,48,19,1903.633581,2,2,100.9632458,1.06,0.421156
grassland,annual,HEG16_2014,HAI,HEG16,2014,3211.475397,458,72,28,6,5,38.99673348,63,22,3170.659161,0,0,0,1.06,2.80192675
grassland,annual,HEG16_2015,HAI,HEG16,2015,3473.473435,409,129,23,10,6,69.95456827,119,17,3403.518867,0,0,0,1.06,1.906093667
grassland,annual,HEG16_2016,HAI,HEG16,2016,856.9558234,231,9,8,7,6,252.3486197,2,2,604.6072037,0,0,0,1.06,3.72677686
grassland,annual,HEG16_2017,HAI,HEG16,2017,3559.878323,759,83,25,14,11,749.9505923,65,13,2807.501727,0,0,0,1.06,0.528521
grassland,annual,HEG17_2008,HAI,HEG17,2008,2648.344021,1143,321,35,8,7,83.70264361,309,25,2553.974805,3,2,10.06007093,0.84,2.229510826
grassland,annual,HEG17_2009,HAI,HEG17,2009,1491.163455,518,62,26,13,7,607.9773726,46,16,865.1626562,1,1,13.0982411,0.84,-0.579788167
grassland,annual,HEG17_2010,HAI,HEG17,2010,520.121676,380,32,16,2,2,18.36284474,29,13,497.4401465,1,1,4.318684691,0.84,-0.670565583
grassland,annual,HEG17_2011,HAI,HEG17,2011,671.5764315,336,63,16,9,6,180.3660796,51,8,459.6522444,3,2,31.55810753,0.84,-0.907340583
grassland,annual,HEG17_2012,HAI,HEG17,2012,991.1980445,354,66,31,17,9,321.9659901,41,17,658.3677072,8,5,10.8643472,0.84,0.432748099
grassland,annual,HEG17_2013,HAI,HEG17,2013,175.4493738,167,22,16,6,6,40.16720245,15,9,134.5457009,1,1,0.736470394,0.84,0.175687583
grassland,annual,HEG17_2014,HAI,HEG17,2014,181.8101611,204,24,13,22,11,171.931421,2,2,9.878740182,0,0,0,0.84,2.52094125
grassland,annual,HEG17_2015,HAI,HEG17,2015,156.6423626,122,9,7,2,1,16.86273907,5,4,44.43660709,1,1,49.94093905,0.84,1.58451075
grassland,annual,HEG17_2016,HAI,HEG17,2016,212.5757053,234,20,11,5,5,63.78064771,9,4,49.95690236,6,2,98.83815526,0.84,3.529679504
grassland,annual,HEG17_2017,HAI,HEG17,2017,1481.031796,634,76,17,14,6,208.2156248,61,10,1239.469222,1,1,33.34694977,0.84,0.429920083
grassland,annual,HEG18_2008,HAI,HEG18,2008,5465.14107,516,101,42,4,4,69.76143735,93,34,5347.202233,2,2,44.49191106,0.76,2.633953388
grassland,annual,HEG18_2009,HAI,HEG18,2009,2332.225662,456,59,26,10,7,423.7435242,45,17,1904.787647,0,0,0,0.76,0.072986333
grassland,annual,HEG18_2010,HAI,HEG18,2010,946.0716348,1149,42,25,9,6,197.6028731,29,15,709.2160875,3,3,36.69986688,0.76,-0.354979
grassland,annual,HEG18_2011,HAI,HEG18,2011,2014.052058,714,90,28,5,4,216.5784327,78,20,1774.391707,2,2,15.99838486,0.76,-0.318218667
grassland,annual,HEG18_2012,HAI,HEG18,2012,2433.969864,923,67,34,13,8,233.8010793,51,23,2005.17531,2,2,174.3110596,0.76,1.12959719
grassland,annual,HEG18_2013,HAI,HEG18,2013,1411.229191,221,36,17,5,4,90.57140208,29,11,1252.981122,2,2,67.67666677,0.76,0.628472417
grassland,annual,HEG18_2014,HAI,HEG18,2014,344.1517646,95,24,13,4,4,138.8444659,20,9,205.3072988,0,0,0,0.76,2.752680917
grassland,annual,HEG18_2015,HAI,HEG18,2015,162.327678,197,8,7,3,3,137.5841986,5,4,24.74347933,0,0,0,0.76,2.1655485
grassland,annual,HEG18_2016,HAI,HEG18,2016,840.2408334,896,16,14,8,7,573.5509576,8,7,266.6898757,0,0,0,0.76,3.685857355
grassland,annual,HEG18_2017,HAI,HEG18,2017,372.8932226,149,12,10,4,4,76.97922673,8,6,295.9139959,0,0,0,0.76,0.72487475
grassland,annual,HEG19_2008,HAI,HEG19,2008,5983.680224,1028,364,41,18,4,723.3160507,334,33,5186.012848,12,4,74.35132525,0.69,2.486924711
grassland,annual,HEG19_2009,HAI,HEG19,2009,560.6824286,224,17,13,1,1,13.51073065,16,12,547.171698,0,0,0,0.69,-0.37124625
grassland,annual,HEG19_2010,HAI,HEG19,2010,1348.515969,874,45,22,13,6,742.3548472,31,15,605.0284403,0,0,0,0.69,-0.769851083
grassland,annual,HEG19_2011,HAI,HEG19,2011,7002.899658,546,303,28,43,8,1934.597954,258,18,4971.220109,1,1,96.47509482,0.69,-0.965045
grassland,annual,HEG19_2012,HAI,HEG19,2012,1200.110378,330,39,26,4,3,146.2235043,32,20,1011.809643,1,1,33.34694977,0.69,0.476522562
grassland,annual,HEG19_2013,HAI,HEG19,2013,343.9635866,515,18,13,9,7,121.1917016,9,6,222.771885,0,0,0,0.69,0.43047225
grassland,annual,HEG19_2014,HAI,HEG19,2014,1924.609581,357,64,24,22,8,640.7257225,39,13,1234.538524,3,3,49.34533463,0.69,2.811389083
grassland,annual,HEG19_2015,HAI,HEG19,2015,34.69220319,73,2,2,1,1,2.781813352,1,1,31.91038984,0,0,0,0.69,1.849190917
grassland,annual,HEG19_2016,HAI,HEG19,2016,859.9805436,554,18,13,6,5,71.92615612,10,6,729.5540691,1,1,13.0982411,0.69,3.743867107
grassland,annual,HEG19_2017,HAI,HEG19,2017,1480.921317,1057,123,21,23,9,595.1531683,97,9,825.0646903,3,3,60.70345823,0.69,0.69073925
grassland,annual,HEG20_2008,HAI,HEG20,2008,3169.026369,959,182,49,14,11,477.7811476,167,37,2650.117672,1,1,41.1275495,0.94,3.079931157
grassland,annual,HEG20_2009,HAI,HEG20,2009,334.3217294,185,24,16,4,4,15.01382874,18,11,273.4664244,2,1,45.84147629,0.94,0.305882083
grassland,annual,HEG20_2010,HAI,HEG20,2010,939.7056073,352,37,19,7,4,507.8098594,29,14,390.7681985,1,1,41.1275495,0.94,-0.238798167
grassland,annual,HEG20_2011,HAI,HEG20,2011,508.8629622,448,59,20,8,6,72.94711084,50,13,402.5689016,1,1,33.34694977,0.94,-0.200690583
grassland,annual,HEG20_2012,HAI,HEG20,2012,1387.639883,386,20,13,9,7,118.1890602,11,6,1269.450823,0,0,0,0.94,1.266132975
grassland,annual,HEG20_2013,HAI,HEG20,2013,675.9856057,411,68,28,15,12,280.7344609,52,15,394.5146744,1,1,0.736470394,0.94,1.07651025
grassland,annual,HEG20_2014,HAI,HEG20,2014,220.6223888,99,11,7,8,4,74.74837654,3,3,145.8740123,0,0,0,0.94,3.27297575
grassland,annual,HEG20_2015,HAI,HEG20,2015,109.2772237,168,30,17,14,10,65.33106734,16,7,43.9461564,0,0,0,0.94,2.592218667
grassland,annual,HEG20_2016,HAI,HEG20,2016,1330.479198,603,39,21,5,5,138.1676501,34,16,1192.311548,0,0,0,0.94,4.250347851
grassland,annual,HEG20_2017,HAI,HEG20,2017,974.1835419,203,18,14,7,7,190.8876573,11,7,783.2958846,0,0,0,0.94,1.289517167
grassland,annual,HEG21_2008,HAI,HEG21,2008,16686.87069,2781,664,62,22,8,165.1058563,626,49,16374.153,15,4,147.0053341,0.76,2.967706446
grassland,annual,HEG21_2009,HAI,HEG21,2009,12808.89333,1791,387,41,2,2,39.0346396,374,33,12662.91397,9,4,105.2055384,0.76,0.212628167
grassland,annual,HEG21_2010,HAI,HEG21,2010,825.8443182,2057,29,15,8,5,288.6616338,21,10,537.1826844,0,0,0,0.76,-0.214476
grassland,annual,HEG21_2011,HAI,HEG21,2011,813.8895495,352,33,20,3,3,20.17951462,28,15,788.7848494,1,1,4.318684691,0.76,-0.236066
